"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"891","57","          Other recreational vehicles","DREVRA3",57.764,52.917,58.56,58.041,61.598,63.944,60.517,61.899,61.957,59.643,50.227,57.969,59.79,56.673,54.733,56.919,58.3,59.11,59.336,67.195,61.922,59.71,63.76,64.692,63.037,64.205,63.662,63.563,61.668,62.973,62.028,66.883,65.295,64.254,67.752,68.658,66.787,69.942,69.942,67.992,72.453,68.727,73.99,73.257,76.139,78.671,74.475,77.21,67.185,81.672,77.415,78.378,79.971,78.032,76.707,75.381,79.247,84.224,83.166,85.628,93.058,88.77,86.825,81.435,78.769,81.112,79.354,76.592,78.166,77.544,73.726,74.067,75.127,71.061,75.172,78.058,75.267,73.643,75.906,79.164,71.781,70.812,80.933,77.227,77.524,81.552,76.548,80.806,77.686,80.129,79.647,83.285,84.116,77.836,84.917,83.677,92.023,80.987,82.918,85.166,90.599,86.748,93.227,93.622,90.046,96.836,90.888,95.967,96.191,95.497,95.423,91.279,92.26,92.103,95.305,99.483,100.479,105.85,100.588,105.877,100.061,100.931,102.755,97.102,99.305,104.255,105.465,98.877,100.411,95.681,100.098,95.057,101.536,102.037,93.932,102.327,95.742,94.659,90.09,85.504,90.921,93.36,96.446,96.709,96.55,92.893,97.755,98.168,97.548,93.266,95.433,95.438,102.247,95.004,85.843,96.679,89.327,89.036,89.721,80.83,82.826,80.327,75.346,75.547,72.268,59.792,58.243,54.307,57.582,55.975,54.088,52.236,53.475,55.22,56.12,59.397,57.22,56.469,55.965,54.796,51.568,50.804,59.781,58.786,56.193,56.273,55.736,56.456,57.62,58.557,60.182,57.249,58.4,58.661,52.418,55.765,57.082,56.978,57.318,57.596,54.649,56.914,56.786,58.493,60.668,59.419,60.378,60.32,58.35,58.442,58.452,63.123,58.121,55.44,55.23,59.034
"892","58","      Recreational books (part of 90)","DRBKRA3",64.428,62.097,60.797,62.257,63.388,63.642,67.025,64.378,65.258,62.763,64.545,64.763,65.114,63.213,65.59,67.242,68.62,67.917,68.197,68.73,66.776,71.044,70.33,72.225,74.598,71.587,72.114,71.601,72.158,72.866,73.887,70.501,72.472,73.516,75.781,74.548,74.444,75.841,74.325,74.247,73.656,74.123,74.551,74.869,75.697,76.067,77.236,78.656,77.983,80.63,82.169,81.783,80.725,83.479,86.27,82.315,84.3,85.983,85.769,88.191,83.926,88.18,89.266,90.814,90.704,89.739,91.376,88.586,91.366,91.767,91.25,90.236,86.538,91.825,92.462,89.961,89.718,88.706,88.953,91.464,88.502,89.905,90.418,90.664,93.528,88.772,90.541,92.462,91.611,89.827,90.66,90.639,92.553,91.297,92.159,92.602,94.808,93.597,91.98,94.08,94.549,98.78,96.446,97.557,97.676,95.46,95.761,94.079,97.61,98.889,97.732,96.598,97.289,97.376,97.672,97.533,97.3,96.895,96.609,98.121,97.472,99.148,100.777,99.145,98.069,98.483,100.559,100.658,98.691,101.721,101.24,104.039,104.099,103.238,105.276,104.572,103.668,106.46,102.503,100.978,102.373,102.595,103.547,102.274,103.115,102.248,103.568,101.804,103.303,103.253,107.376,104.325,106.921,107.045,107.444,107.864,105.774,104.17,104.383,107.548,106.572,103.579,105.023,107.774,100.847,99.746,97.994,98.88,98.649,97.89,98.725,100.026,98.783,100.178,99.083,104.092,99.79,98.707,98.353,100.126,101.748,100.162,101.984,99.978,103.457,102.873,103.291,104.338,102.743,104.551,106.423,107.716,107.261,109.565,109.639,110.01,111.983,112.542,112.535,120.546,114.999,114.67,113.892,110.442,114.103,115.51,116.291,119.525,119.93,120.468,119.893,120.876,121.507,122.202,124.24,123.867
"893","59","      Musical instruments (part of 80)","DMSCRA3",52.226,49.962,50.054,50.169,49.953,51.122,52.704,54.674,52.7,53.406,58.438,55.827,54.092,54.437,55.72,55.55,55.522,55.647,54.926,52.93,51.646,50.75,53.513,64.954,54.893,55.556,56.374,57.183,58.761,56.437,53.594,57.996,60.294,62.836,58.708,60.383,63.992,62.28,61.478,62.331,62.265,62.991,61.816,62.343,63.704,68.423,59.831,62.904,65.878,69.087,69.41,68.052,69.109,69.536,72.291,71.177,75.019,74.26,80.931,77.703,77.238,80.106,89.272,88.633,86.526,87.686,85.759,91.771,92.205,91.327,87.015,87,83.303,89.531,87.828,91.16,91.296,88.951,91.767,89.591,85.891,88.575,90.107,96.784,94.962,92.581,92.376,93.053,96.048,95.697,96.639,94.477,93.273,93.748,95.886,91.153,95.183,90.922,91.759,88.885,89.414,88.439,88.802,95.69,94.289,95.95,98.464,99.194,98.281,100.064,97.044,98.722,99.584,99.915,102.409,100.796,100.575,97.605,97.236,98.744,98.695,102.903,95.007,99.55,98.586,100.331,101.239,100.971,98.651,108.627,95.848,99.593,115.045,110.273,110.879,105.493,104.655,98.724,98.451,101.052,105.554,102.923,103.212,104.068,100.096,104.474,108.327,109.819,107.465,106.22,106.562,106.712,103.953,111.485,107.459,107.627,109.885,102.384,103.901,101.952,102.499,104.848,104.622,103.058,98.742,92.078,91.779,88.693,86.603,89.89,88.637,87.735,83.342,92.488,90.131,86.271,87.748,86.53,85.932,92.569,88.539,86.643,86.137,86.258,87.92,89.564,88.142,88.942,84.376,91.038,89.703,90.216,90.364,92.712,92.556,92.267,94.28,93.667,94.242,92.69,95.738,94.601,99.094,97.035,100.459,101.856,110.255,105.214,104.189,106.395,106.924,98.332,105.886,106.048,105.922,107.119
"894","60","    Other durable goods","DODGRA3",49.587,48.716,48.765,48.974,50.315,49.178,49.714,49.323,49.99,49.558,50.606,50.594,50.004,51.223,52.504,52.218,53.476,52.913,52.63,53.398,53.642,53.926,53.8,55.139,54.007,54.797,54.783,54.833,53.403,55.323,55.526,55.27,56.744,56.682,57.637,57.65,58.246,58.605,58.852,60.122,60.05,61.631,61.905,62.153,61.267,61.988,62.828,64.496,65.086,65.707,66.452,65.702,66.55,67.644,68.726,68.154,69.018,70.698,71.418,74.358,71.478,73.225,72.876,73.508,75.433,75.597,75.112,74.677,76.03,74.817,74.162,75.412,73.173,74.748,73.415,72.887,72.376,70.757,71.317,72.747,70.495,71.772,73.81,75.663,75.259,76.183,75.887,76.966,77.335,77.365,76.955,78.554,77.819,78.755,79.188,80.625,79.191,78.729,79.539,80.974,82.404,84.284,85.852,86.829,87.044,88.419,89.566,90.511,89.852,91.009,91.446,90.491,90.701,90.478,90.663,91.385,92.527,93.643,94.149,95.219,96.762,97.366,96.77,100.024,98.944,100.208,99.067,101.411,99.409,102.728,102.765,104.546,105.905,107.495,107.989,106.695,107.874,107.714,107.206,106.662,108.404,107.61,108.586,109.895,108.983,108.765,111.74,112.04,112.958,113.011,113.86,114.175,115.146,114.576,114.548,113.062,113.662,109.814,112.266,110.99,111.601,111.783,111.758,110.837,106.363,105.3,103.451,99.812,102.681,103.092,100.489,101.931,103.14,104.394,102.922,105.022,104.178,103.018,104.038,104.925,106.247,106.36,107.39,106.425,106.62,106.239,108.106,107.71,108.123,110.795,110.694,109.383,110.53,110.223,111.971,113.384,112.932,112.124,112.492,113.425,113.924,112.299,111.811,112.596,113.641,115.95,115.068,116.731,117.933,117.209,119.454,117.7,120.028,120.16,122.279,125.542
"895","61","      Jewelry and watches (part of 119)","DJRYRA3",48.695,49.077,50.116,49.778,53.103,50.777,51.928,51.118,52.434,52.729,54.139,52.749,52.839,54.574,56.777,55.901,56.809,55.801,56.108,57.197,57.103,57.162,56.363,57.555,56.892,57.252,56.956,57.954,56.685,57.404,57.827,58.444,60.193,59.81,61.42,60.936,62.547,61.684,62.143,63.035,63.634,65.882,64.848,65.752,64.74,66.301,67.025,69.299,69.472,69.191,71.344,69.604,70.617,71.823,72.717,72.731,72.991,75.115,75.458,79.21,75.909,76.373,75.798,76.559,79.37,79.856,80.192,80.565,82.038,80.12,78.302,79.445,77.005,77.657,76.727,77.266,77.126,73.659,74.832,76.455,74.681,75.74,77.464,76.116,77.357,80.783,80.833,80.088,80.883,80.44,79.275,82.393,79.77,81.523,82.205,84.82,84.833,83.522,83.397,84.415,85.985,87.179,88.289,88.336,89.086,90.347,92.279,93.505,92.371,94.42,94.142,92.773,91.749,91.24,92.067,92.848,95.191,96.712,96.64,95.971,97.701,99.467,98.069,102.006,97.981,102.583,98.67,100.435,95.763,101.939,101.327,104.06,103.148,108.59,108.687,103.95,104.927,103.947,103.599,103.722,104.002,103.557,103.331,104.531,102.588,100.856,104.624,105.192,106.61,103.351,105.187,104.635,105.006,104.458,103.832,102.458,102.17,96.533,101.296,97.029,98.017,98.432,98.314,96.76,91.065,89.217,84.815,80.459,82.606,84.425,81.893,84.801,85.597,85.979,85.4,87.779,87.634,85.994,86.872,87.798,88.488,87.95,88.408,86.03,86.173,85.549,88.325,86.275,85.188,89.596,88.707,85.17,88.42,86.335,88.744,91.91,90.491,89.532,88.513,89.018,91.566,87.731,87.412,88.065,88.471,91.553,89.646,91.865,94.42,93.393,96.079,93.128,93.498,94.497,96.832,100.062
"896","62","        Jewelry","DJLYRA3",49.459,49.867,50.943,50.62,54.024,51.679,52.873,52.069,53.432,53.755,55.215,53.82,53.934,55.728,58.002,57.13,58.082,57.075,57.413,58.551,58.479,58.563,57.768,59.013,58.357,58.722,58.416,59.437,58.132,58.868,59.3,59.931,61.724,61.33,62.98,62.483,63.995,63.14,63.582,64.429,64.978,67.132,66.197,66.975,66.063,67.505,68.195,70.395,70.778,70.524,72.711,70.725,71.632,72.833,73.502,73.577,73.922,76.098,76.434,80.043,76.891,77.508,77.029,77.824,80.538,81.066,81.366,81.893,83.274,81.25,79.537,80.694,77.964,78.519,77.403,78.294,78.237,74.601,75.7,77.377,75.963,76.625,78.296,76.861,77.932,81.547,81.098,80.446,81.205,81.077,80.175,82.932,80.226,81.885,82.444,85.006,85.15,83.838,83.981,84.89,86.588,87.497,88.4,88.158,89.181,90.265,92.447,93.855,92.747,94.787,94.257,92.639,91.633,91.046,91.953,93.005,95.417,97.081,96.809,95.667,97.723,99.395,98.058,101.997,98.268,103.035,98.965,100.293,95.541,101.808,101.157,103.762,102.936,108.142,108.543,103.681,104.192,103.296,103.087,102.964,103.154,102.755,102.251,103.371,101.74,99.62,103.528,104.063,105.214,101.403,103.344,103.211,103.262,102.581,101.858,100.349,99.999,94.253,98.618,94.729,95.583,95.78,95.685,94.206,88.802,87.208,83.268,78.875,81.041,82.839,80.17,82.885,83.824,83.95,83.182,85.605,85.204,83.677,84.268,85.216,86.4,85.977,85.985,83.74,83.72,83.156,86.045,83.937,82.638,86.864,85.76,82.182,85.193,83.403,85.622,88.28,86.984,86.082,85.223,85.463,88.069,84.182,83.834,84.237,84.547,87.643,86.03,88.583,91.045,89.96,92.758,89.945,90.147,91.142,92.994,96.399
"897","63","        Watches","DWTCRA3",43.377,43.572,44.348,43.903,46.68,44.486,45.342,44.483,45.473,45.573,46.631,45.276,45.197,46.519,48.228,47.319,47.921,46.906,46.999,47.744,47.499,47.381,46.555,47.374,46.663,46.982,46.76,47.598,46.572,47.18,47.54,48.059,49.506,49.198,50.528,50.13,52.441,51.526,52.098,53.307,54.258,57.16,55.436,57.23,55.51,57.905,58.872,61.662,60.372,59.901,61.809,61.787,63.553,64.794,67.295,66.871,66.524,68.286,68.675,73.432,69.079,68.48,67.241,67.776,71.238,71.442,72.013,71.342,73.43,72.247,69.709,70.756,70.318,71.645,72.024,70.1,69.388,67.088,68.767,70.008,65.779,69.56,71.659,70.912,73.353,75.453,78.998,77.597,78.658,76.003,73.019,78.627,76.589,79.014,80.578,83.568,82.645,81.332,79.341,81.124,81.812,84.968,87.531,89.643,88.435,90.943,91.113,91.097,89.796,91.91,93.352,93.709,92.559,92.595,92.856,91.765,93.641,94.208,95.473,98.043,97.549,99.955,98.144,102.058,96.051,99.565,96.684,101.378,97.253,102.82,102.474,106.069,104.579,111.598,109.666,105.752,109.887,108.336,107.054,108.844,109.742,108.981,110.665,112.423,108.326,109.282,112.063,112.852,116.117,116.809,117.886,114.382,117.027,117.45,117.538,117.187,117.354,112.617,120.366,113.276,115.282,117.392,117.098,114.992,107.118,103.331,95.455,91.442,93.411,95.349,93.898,98.242,97.918,100.269,101.191,103.169,105.056,102.549,105.739,106.449,103.174,101.74,105.769,102.383,103.849,102.758,104.54,103.015,103.705,109.487,110.427,107.393,112.565,108.031,111.975,119.411,116.991,115.577,113.19,116.011,117.924,114.745,114.701,117.6,118.87,121.61,117.155,116.318,119.58,119.098,120.696,116.682,118.478,119.46,125.901,127.462
"898","64","      Therapeutic appliances and equipment (42)","DTAERA3",58.6,57.137,57.632,58.11,57.672,57.761,56.513,58.262,57.906,57.713,57.293,59.126,57.508,59.057,60.742,61.167,62.054,62.219,63.15,63.301,63.275,64.02,65.006,66.196,64.196,66.219,67.824,66.794,62.938,68.717,68.367,68.546,68.637,68.694,68.974,69.663,68.936,70.312,70.107,72.771,71.335,71.868,73.708,75.611,74.152,75.081,75.816,77.105,75.367,76.451,74.943,74.942,75.306,76.262,77.463,76.776,77.364,78.903,79.669,84.041,80.041,82.593,82.763,83.431,83.534,83.028,80.416,80.577,81.927,80.137,80.863,84.417,79.7,81.39,80.491,79.55,78.936,77.505,77.503,78.65,77.811,78.348,79.605,85.345,80.594,81.648,80.216,83.302,84.624,85.983,86.267,87.285,86.754,87.651,86.841,87.751,81.884,83.381,85.894,87.036,86.955,89.64,92.454,94.151,91.491,92.737,93.671,93.548,92.746,93.587,95.166,93.677,94.364,93.464,93.673,94.857,94.729,94.583,95.869,96.78,97.802,98.505,98.245,98.721,98.366,98.345,99.405,100.187,102.374,102.989,102.771,102.291,105.055,103.774,104.354,103.453,104.463,104.365,103.688,104.086,107.193,105.434,107.349,108.71,107.959,108.955,111.518,112.013,112.41,115.535,113.722,116.661,118.412,116.335,115.639,112.583,115.324,113.026,114.148,114.502,115.009,115.876,116.151,114.79,113.761,113.467,114.092,111.341,115.119,112.63,111.92,113.119,112.547,113.371,111.657,112.786,112.277,112.73,113.551,115.113,116.696,117.505,118.595,120.465,119.053,118.298,120.749,121.923,122.242,123.08,122.035,122.519,122.421,123.019,124.507,123.693,126.22,124.383,126.229,127.009,126.337,126.202,126.562,128.017,129.155,131.904,132.601,132.21,130.714,130.335,133.552,133.451,134.671,132.988,135.108,137.891
"899","65","        Therapeutic medical equipment","DTMERA3",42.206,41.054,41.258,41.452,41.168,41.425,40.874,42.025,41.589,41.166,40.709,41.876,40.625,41.651,42.799,42.946,43.392,43.373,44.072,43.864,43.811,44.422,45.213,46.084,44.448,45.945,47.077,45.776,43.394,47.63,47.323,47.161,47.196,46.969,47.21,47.797,48.557,49.643,50.365,51.727,53.032,53.938,55.717,56.282,56.528,57.149,57.18,59.059,58.134,58.894,58.782,59.52,60.759,60.682,60.526,61.183,61.824,62.688,64.553,68.885,64.741,65.722,66.921,67.045,67.668,68.974,69.241,69.41,72.107,71.888,71.629,72.931,71.285,72.346,72.566,73.145,73.539,72.36,73.265,73.977,71.972,72.406,73.227,79.856,74.056,75.954,76.403,77.983,77.62,77.981,78.475,78.609,79.156,79.944,78.566,79.469,80.356,81.203,82.087,82.1,82.205,83.98,85.894,86.109,84.931,86.119,87.371,88.093,88.957,89.699,91.733,91.429,91.903,92.487,92.721,94.23,94.481,94.022,95.564,96.896,97.818,97.024,97.26,98.627,97.78,98.05,99.212,100.539,101.633,103.444,104.073,104.539,106.491,106.335,107.299,106.497,108.203,108.36,108.597,109.529,111.536,111.618,113.332,114.215,114.003,115.726,117.148,117.997,118.439,120.044,119.419,121.364,122.414,121.053,120.756,119.278,120.343,119.11,120.523,121.851,123.033,123.676,123.636,122.211,120.393,119.842,119.304,116.522,117.684,116.413,115.814,116.127,115.591,116.286,115.542,115.296,115.525,115.88,116.748,119.013,120.074,120.681,122.318,124,123.5,124.702,126.145,127.851,127.922,128.708,128.153,129.327,130.825,131.974,133.599,134.117,136.445,134.629,138.875,141.002,138.806,138.248,139.187,140.327,142.018,143.31,144.708,144.513,143.599,142.922,145.844,145.991,147.015,145.534,146.435,149.093
"900","66","        Corrective eyeglasses and contact lenses","DEYERA3",71.953,70.242,70.979,71.695,71.13,71.075,69.249,71.488,71.201,71.204,70.819,73.201,71.286,73.266,75.389,76.047,77.301,77.621,78.739,79.195,79.192,80.044,81.185,82.636,80.344,82.796,84.785,83.994,78.924,85.958,85.576,86.041,86.179,86.476,86.786,87.556,85.574,87.181,86.188,89.927,86.202,86.423,88.306,91.316,88.439,89.623,90.947,91.725,89.315,90.667,87.989,87.363,86.995,88.809,91.141,89.329,89.867,91.957,91.798,96.176,92.316,96.16,95.468,96.581,96.252,94.25,89.281,89.435,89.681,86.618,88.141,93.53,86.329,88.525,86.73,84.573,83.152,81.522,80.804,82.299,82.384,83.005,84.61,89.635,85.72,86.103,83.192,87.466,90.118,92.266,92.386,94.101,92.719,93.701,93.345,94.267,83.05,85.067,88.866,90.896,90.67,94.071,97.595,100.468,96.63,97.924,98.603,97.807,95.698,96.613,97.831,95.418,96.272,94.216,94.404,95.335,94.91,95.008,96.094,96.679,97.78,99.649,99.003,98.792,98.814,98.568,99.55,99.913,102.938,102.635,101.776,100.581,103.956,101.823,102.111,101.134,101.616,101.324,99.956,99.951,103.888,100.748,102.813,104.533,103.383,103.84,107.249,107.482,107.846,112.105,109.406,113.085,115.36,112.747,111.754,107.518,111.505,108.419,109.326,108.966,108.98,110.007,110.509,109.194,108.749,108.645,110.132,107.402,113.131,109.73,108.937,110.794,110.194,111.111,108.678,110.824,109.766,110.289,111.072,112.117,114.078,115.033,115.72,117.719,115.649,113.494,116.661,117.456,117.951,118.825,117.431,117.417,116.167,116.368,117.755,115.983,118.648,116.799,116.926,116.76,117.165,117.334,117.278,118.957,119.696,123.489,123.679,123.148,121.24,121.073,124.496,124.217,125.574,123.747,126.747,129.618
"901","67","      Educational books (96)","DEBKRA3",104.715,99.83,96.988,98.658,99.505,98.783,103.773,100.059,99.826,95.233,98.511,97.919,97.718,94.122,95.943,97.566,98.683,97.357,97.311,97.447,93.385,98.806,96.704,98.556,100.923,96.58,97.143,95.627,95.641,96.014,96.342,93.156,96.23,96.887,99.447,97.536,96.106,99.929,98.135,98.252,96.827,98.234,96.241,100.627,101.907,99.546,99.62,102.607,100.556,104.627,104.845,104.386,103.129,103.755,107.323,94.492,98.746,104.156,108.892,109.676,95.61,104.427,104.393,106.943,107.405,106.254,106.832,98.333,101.305,100.975,100.149,96.114,88.982,103.96,104.639,99.276,99.379,96.56,96.646,101.494,96.774,96.754,98.433,103.246,107.609,95.745,97.352,99.001,98.025,93.064,93.995,92.317,99.24,95.538,96.481,93.932,95.824,95.021,93.942,96.663,97.691,101.205,98.81,100.201,101.48,98.613,99.343,96.097,99.964,99.973,99.912,98.48,98.714,98.762,98.439,97.801,98.836,98.344,97.945,98.707,98.716,99.701,101.51,99.105,98.344,99.463,100.955,101.641,97.676,100.686,100.377,101.826,101.395,101.22,102.214,101.451,100.509,102.25,98.566,97.434,97.71,98.225,99.019,97.692,97.706,97.053,97.208,94.982,96.842,96.913,100.32,96.318,96.917,98.494,98.559,97.278,95.229,94.311,94.028,95.989,94.362,92.765,92.921,93.421,87.195,86.742,84.958,84.728,84.71,83.94,84.235,84.423,82.744,82.865,81.952,85.745,81.989,80.591,79.92,80.439,81.227,79.089,80.873,79.76,80.918,80.203,80.61,82.247,80.485,81.39,82.698,82.476,81.378,84.03,82.358,81.757,82.425,82.214,82.148,86.671,81.922,81.543,80.544,78.285,79.927,80.623,80.997,82.853,82.369,81.686,81.058,80.483,80.016,79.439,80.344,80.113
"902","68","      Luggage and similar personal items (part of 119)","DLUGRA3",36.185,33.71,31.71,32.39,31.67,31.365,31.599,30.404,31.056,29.618,31.164,32.202,31.406,32.279,31.371,30.951,33.476,33.085,30.099,31.34,33.391,32.501,32.805,34.976,32.785,34.222,32.7,32.541,32.841,33.726,34.036,32.144,34.626,34.965,35.271,36.04,36.497,37.251,37.882,39.006,39.039,40.791,42.537,37.616,37.181,36.687,38.105,38.798,44.411,45.24,45.545,45.414,46.764,47.971,48.65,49.813,51.468,51.496,52.099,52.349,53.848,55.631,54.535,53.958,58.122,58.759,58.565,56.916,58.02,58.33,57.812,57.523,60.017,60.318,55.71,54.298,52.566,54.072,53.659,53.99,48.451,51.826,55.663,58.349,59.118,58.91,58.828,60.822,59.017,60.096,59.689,60.705,60.112,60.98,62.499,63.476,63.16,60.66,60.952,62.909,65.639,66.621,68.43,69.498,72.327,75.866,75.351,78.405,76.986,77.408,77.3,77.506,79.093,79.511,78.359,78.634,79.289,82.938,84.535,90.498,93.293,89.929,89.116,100.233,104.466,98.981,98.414,106.332,102.198,103.158,104.768,109.112,111.546,110.607,110.149,115.57,117.104,116.414,116.605,110.672,113.242,112.06,113.553,114.453,114.881,116.557,119.857,118.909,118.253,120.457,120.932,120.618,122.186,121.755,122.241,122.695,123.419,121.246,122.558,122.823,122.797,122.989,122.592,123.959,116.434,116.424,115.545,112.01,113.117,114.949,110.462,109.875,117.914,123.013,118.426,120.475,119.071,118.197,119.182,118.148,120.912,120.492,124.215,122.525,125.532,126.281,126.754,127.081,131.13,135.475,138.214,138.66,136.94,137.717,138.903,139.79,137.076,137.602,139.236,138.662,139.492,139.292,137.371,139.944,143.222,143.565,142.162,145.829,148.678,147.99,147.237,146.317,159.489,161.337,162.875,170.312
"903","69","      Telephone and facsimile equipment (67)","DTCERA3",16.107,15.998,15.932,16.329,16.593,16.645,16.904,16.915,17.024,16.948,17.155,17.267,16.539,17.02,17.2,17.465,17.92,17.846,18.036,17.741,17.984,18.207,18.458,18.41,18.176,18.631,18.868,18.568,18.329,18.573,18.728,18.628,18.857,18.781,18.849,18.831,19.31,19.749,20.23,20.252,20.952,21.556,21.681,22.808,22.16,22.464,22.974,23.606,23.667,24.384,25.526,25.823,27.023,27.716,28.332,29.257,29.912,30.529,30.609,31.812,32.609,33.224,33.634,34.469,34.038,34.551,35.218,36.753,36.852,37.18,37.707,38.843,39.511,38.311,38.635,39.327,39.391,40.698,42.153,43.031,42.763,43.877,46.291,47.448,46.949,47.191,46.949,48.237,48.637,48.7,48.651,48.446,49.731,50.639,51.374,52.835,54.086,55.574,57.952,60.165,63.674,66.495,69.111,71.759,72.937,74.926,76.563,79.744,79.314,79.531,81.263,82.704,85.105,87.589,87.449,88.435,88.914,88.952,88.182,90.165,91.798,93.125,93.453,93.996,96.214,97.268,98.802,101.647,105.01,107.864,110.044,110.779,120.014,118.239,122.374,125.686,131.194,134.93,137.028,141.083,146.513,147.315,151.242,158.236,159.251,159.841,162.358,167.053,169.692,173.103,177.323,179.209,179.512,183.046,190.023,190.622,190.847,183.749,181.76,186.86,190.62,187.983,187.762,185.625,185.795,183.244,187.528,178.985,193.636,196.24,182.287,180.032,179.985,181.967,182.676,184.025,182.784,176.269,183.177,186.174,188.134,196.906,192.333,190.655,190.105,191.684,188.086,187.398,196.585,190.741,192.308,195.266,196.316,198.913,204.336,206.758,202.717,204.941,207.971,210.279,206.882,214.015,212.38,211.524,209.606,208.926,208.673,208.957,211.03,211.647,218.694,214.623,216.493,214.828,218.22,218.139
"904","70","  Nondurable goods","DNDGRA3",73.474,72.715,73.122,72.979,73.525,73.886,73.731,73.392,74.048,73.414,74.207,74.692,74.169,74.568,75.016,75.362,75.325,75.941,75.952,76.199,76.089,76.642,76.586,76.86,76.595,77.195,77.696,77.019,76.923,77.671,78.278,78.468,78.596,78.643,79.303,79.052,79.378,79.512,79.858,80.415,80.322,80.96,81.141,80.962,81.377,81.654,82.313,82.844,83.317,83.87,84.182,84.284,84.772,84.673,84.369,85.036,85.532,85.633,86.075,88.45,85.103,85.747,87.062,87.456,87.833,87.776,87.713,88.231,88.91,88.952,88.802,89.688,89.172,88.621,88.09,89.027,89.528,88.597,89.622,89.852,88.972,90.032,90.24,90.498,90.581,90.659,90.63,90.351,90.498,91.371,91.169,90.906,90.915,91.691,92.284,92.472,92.82,92.875,93.204,93.046,93.18,94.082,94.409,95.51,95.27,95.199,95.729,95.465,96.437,95.684,96.675,96.195,96.537,96.041,96.418,97.049,97.583,97.919,97.883,98.369,99.213,99.504,98.772,99.6,99.409,99.964,99.85,100.515,99.788,101.149,101.084,101.153,101.569,101.953,101.51,102.357,102.201,101.996,102.745,102.529,102.795,103.766,103.502,104.787,104.535,104.166,104.328,104.284,104.333,104.302,105.078,104.415,104.873,104.727,104.746,105.216,104.405,103.142,104.537,104.445,104.567,104.83,103.978,103.564,101.99,102.23,101.888,100.784,101.508,101.864,101.286,101.153,101.296,100.605,101.008,101.631,101.667,101.941,101.774,102.352,102.783,103.393,103.703,103.583,103.41,102.972,102.946,104.328,104.395,104.704,105.258,105.182,105.906,106.436,106.38,106.78,106.135,105.535,106.037,105.812,106.285,106.753,106.544,106.235,106.593,107.046,107.173,107.312,107.215,106.76,107.302,107.279,107.657,107.355,107.445,107.522
