"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225"
"230","222","        Lotteries","DLOTRA3",0.032,0.032,0.032,0.032,0.032,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.03,0.03,0.03,0.03,0.06,0.09,0.149,0.178,0.178,0.118,0.059,0.029,0.029,0.029,0.057,0.141,0.281,0.447,0.609,0.766,0.894,0.886,1.033,1.02,0.879,0.84,0.853,0.964,1.192,1.295,1.543,1.779,1.81,2,2.505,3.187,3.879,4.545,5.304,6.016,6.482,7.151,7.696,7.91,7.76,7.672,8.297,8.41,8.516,8.728,9.53,9.76,9.899,10.025,10.4,10.937,11.601,11.971,12.491,13.013,13.497,13.704,13.956,14.137,13.95,14.422,14.674,14.663,14.332,14.552,14.665,14.956,15.013,15.22,15.904,17.071,18.435,19.057,20.392,22.106,23.762,25.384,26.509,27.984,30.051,31.348,33.254,35.515,38.637,40.307,42.396,46.246,45.576,47.094,48.958,51.384,50.643,51.261,52.238,53.551,57.282,59.445,61.866,63.941,65.695,66.488,66.954,67.046,66.786,66.777,66.346,65.758,65.189,65.154,65.697,66.676,68.373,69.225,70.555,71.908,73.901,74.889,76.056,77.492,79.23,80.959,82.913,85.015,86.579,87.472,88.38,89.246,89.674,90.308,91.102,91.893,91.418,90.522,90.109,90.114,90.402,90.578,90.605,90.441,90.043,89.446,88.695,87.735,86.623,85.843,85.511,85.603,86.065,86.807,87.836,89.136,90.618,91.873,92.846,93.513,94.028,94.49,94.934,95.237,95.39,95.674,96.146,96.788,97.527,98.334,99.214,100.131,101.047,101.913,102.751,103.528,104.146,104.275,103.89,102.946,101.545,100.425,99.789,99.614,99.79,99.963,100.091,100.156,100.299,100.438,100.513,100.516,101.079,101.934,102.792,103.632,104.417,105.182,105.966,106.745,107.45,108.039,108.521,108.872,109.263,109.738
"231","223","        Pari-mutuel net receipts","DPARRA3",79.432,82.292,85.019,87.144,88.381,88.181,88.131,87.731,88.69,90.666,92.897,95.828,98.991,102.464,105.681,108.613,109.539,109.652,109.301,109.947,112.939,117.753,122.474,126.254,127.411,125.836,124.083,122.518,122.892,125.081,127.567,129.771,130.177,128.664,126.661,125.432,129.018,130.995,132.289,134.359,135.298,136.247,137.024,137.405,136.642,135.629,136.221,137.57,139.936,142.383,143.957,144.91,144.679,145.262,146.068,148.571,153.797,158.136,160.155,158.948,156.814,154.117,151.549,149.66,148.645,148.512,149.782,150.573,151.724,153.296,153.759,153.719,152.174,151.976,149.823,147.335,147.833,149.091,149.186,147.528,146.703,145.809,144.309,142.421,141.974,142.14,140.383,140.066,140.442,141.71,142.341,140.918,137.98,138.231,138.114,136.914,134.998,135.024,135.079,134.439,138.122,139.545,139.948,138.925,136.018,135.443,134.569,134.262,135.447,136.684,137.179,136.594,134.264,134.176,135.391,137.681,143.437,148.253,151.891,152.49,144.337,140.63,137.545,136.118,137.028,137.991,138.586,139.122,134.623,131.909,129.174,127.468,127.001,126.92,125.586,123.608,121.928,121.723,121.887,122.513,124.071,124.946,125.933,126.877,127.479,128.466,129.355,130.062,129.802,130.326,131.046,131.632,131.936,132.379,133.503,135.242,137.414,139.405,141.147,142.566,143.602,144.438,145.171,145.711,145.942,145.697,144.971,143.718,142.094,141.101,140.968,141.659,142.989,144.1,144.86,145.234,140.276,136.711,134.803,134.422,135.089,135.239,134.509,132.883,130.291,127.653,125.153,122.96,123.024,123.29,122.647,121.217,118.225,115.222,112.422,109.962,107.65,105.422,103.761,102.577,100.946,99.696,99.458,99.9,101.22,99.691,100.882,103.137,99.433,100.884,104.91,105.396,107.702,107.208,105.242,104.961,106.326,106.285,103.725,103.476,105.203,105.711
"232","224","      Other recreational services (81, 94, and part of 92)","DOTRRA3",4.035,4.218,4.447,4.612,4.673,4.645,4.633,4.665,4.719,4.964,5.181,5.426,5.553,5.626,5.718,5.799,5.965,6.172,6.405,6.724,6.993,7.259,7.491,7.71,7.913,8.094,8.319,8.593,8.912,9.294,9.705,10.008,10.087,10.024,9.938,9.941,10.725,11.217,11.603,12.014,12.331,12.599,12.65,12.649,12.503,12.281,12.205,12.181,12.096,12.16,12.514,12.994,13.457,13.935,14.47,14.828,15.021,15.074,15.152,15.071,14.945,14.902,14.956,15.146,15.262,15.489,15.837,16.28,16.746,17.201,17.578,17.859,18.221,18.328,18.674,19,19.343,19.544,20.06,20.769,21.75,22.41,23.001,23.559,23.533,23.137,23.443,23.971,24.524,25.049,25.911,26.252,25.979,26.775,27.232,26.93,27.328,27.837,28.772,29.149,30.131,30.686,31.489,32.008,32.438,32.897,33.468,34.273,34.798,35.175,36.151,37.046,38.694,39.372,40.309,40.966,42.214,43.274,44.323,45.66,46.226,46.979,47.54,48.663,49.212,50.086,50.437,51.55,51.162,50.611,50.618,50.265,51.641,51.963,52.453,53.952,54.829,56.012,57.397,58.157,59.458,60.83,62.277,63.262,64.408,67.151,68.813,69.839,71.087,72.801,73.796,75.317,75.696,76.599,77.445,79.218,80.757,81.609,82.844,83.668,85.228,86.032,87.221,89.063,89.019,89.41,89.409,89.015,88.214,87.763,87.376,86.075,88.41,88.214,87.216,88.184,88.252,89.091,90.635,91.961,92.314,93.511,94.152,95.971,97.024,97.748,98.452,98.996,99.14,101.267,103.24,105.458,107.484,107.576,108.199,108.616,109.427,110.491,107.856,104.617,101.369,98.985,99.044,100.601,102.498,103.261,103.219,103.463,102.124,102.393,103.76,104.461,105.334,107.254,107.419,107.373,108.488,108.468,109.815,109.671,109.139,110.117
"233","225","        Veterinary and other services for pets","DVETRA3",4.58,4.89,5.265,5.562,5.732,5.761,5.828,5.953,6.1,6.503,6.85,7.199,7.36,7.451,7.585,7.697,7.985,8.29,8.645,9.11,9.464,9.826,10.133,10.467,10.799,11.043,11.353,11.674,11.984,12.374,12.826,13.064,12.922,12.542,12.135,11.935,13.223,13.97,14.445,14.918,15.206,15.404,15.299,15.128,14.777,14.428,14.31,14.324,14.345,14.469,14.8,15.184,15.396,15.677,16.107,16.424,16.644,16.767,17.038,17.146,17.237,17.37,17.565,17.882,18.05,18.344,18.77,19.366,19.888,20.392,20.676,20.808,21.098,21.105,21.433,21.803,22.253,22.463,22.807,23.111,23.404,23.5,23.98,24.903,25.633,25.816,26.282,26.961,27.458,27.898,28.425,28.789,27.963,29.242,29.929,29.194,29.908,30.501,31.257,31.002,31.323,31.696,32.436,33.143,33.582,34.006,34.271,35.066,35.591,35.904,36.98,37.69,39.338,39.815,40.535,40.882,40.988,41.464,41.56,42.336,42.091,42.43,42.084,42.34,42.432,42.728,43.27,44.195,44.043,44.444,44.474,44.618,45.554,45.118,45.495,46.165,47.889,49.183,50.461,50.933,51.748,54.14,55.896,57.764,58.998,60.902,62.683,64.175,66.22,68.351,69.732,71.514,73.305,74.238,75.823,77.603,78.465,79.06,79.55,80.008,80.371,80.759,82.006,83.093,82.362,82.354,82.576,82.589,82.01,82.072,81.439,80.725,82.639,82.327,81.39,83.366,83.247,84.115,86.316,88.442,88.233,89.515,90.455,91.92,93.192,94.357,95.939,96.208,97.858,100.366,101.955,102.931,105.629,105.907,106.559,106.872,105.975,107.381,104.898,102.858,100.989,99.216,99.335,100.46,101.707,101.179,100.871,100.834,99.418,98.325,99.902,99.846,101.48,104.257,104.018,104.078,104.173,105.306,106.648,106.911,106.36,107.631
"234","226","        Package tours","DHOLRA3",2.314,2.356,2.472,2.516,2.438,2.35,2.271,2.266,2.312,2.503,2.627,2.804,2.87,2.862,2.839,2.827,2.758,2.803,2.786,2.828,2.886,2.947,3.056,3.097,3.14,3.249,3.29,3.434,3.721,4.091,4.454,4.93,5.422,5.901,6.362,6.701,6.721,6.777,7.004,7.28,7.57,7.917,8.126,8.347,8.479,8.424,8.564,8.735,8.674,8.722,9.137,9.494,9.803,10.114,10.644,11.123,11.603,12.06,12.543,12.934,13.23,13.437,13.521,13.554,13.328,13.248,13.405,13.622,14.158,14.666,15.317,15.878,16.395,16.52,16.993,17.353,17.606,17.403,17.665,18.15,19.174,19.963,20.945,22.371,22.801,22.082,22.759,23.062,23.16,23.31,24.969,25.118,25.73,26.274,26.888,27.685,28.09,28.526,29.533,29.527,29.982,29.184,29.89,30.802,33.022,34.783,36.572,37.281,36.687,35.853,35.815,36.334,37.935,38.426,39.763,41.137,45.986,48.781,52.036,54.44,55.698,56.717,59.161,63.139,65.496,68.847,69.212,71.995,70.92,68.01,68.922,68.352,73.704,77.121,78.283,82.277,80.18,81.048,83.61,86.267,90.991,91.236,92.473,90.4,89.959,95.501,97.542,98.465,99.05,101.724,102.532,104.028,100.252,100.628,98.642,99.684,101.624,101.227,102.907,103.031,106.716,106.879,106.244,108.572,107.376,106.553,103.878,100.559,97.448,94.024,92.458,86.893,89.96,88.331,85.396,83.45,84.861,87.299,88.697,89.005,91.28,92.893,92.831,96.31,96.86,96.308,94.53,96.007,91.702,93.736,97.677,104.434,105.198,104.67,105.651,106.973,114.177,116.018,113.494,107.403,101.116,97.741,98.718,102.424,105.97,109.857,109.543,110.104,108.049,113,114.129,117.725,116.191,115.708,116.866,115.682,120.111,115.24,116.727,114.737,113.772,113.837
"235","227","        Maintenance and repair of recreational vehicles and sports equipment","DRRERA3",4.63,4.621,4.586,4.526,4.437,4.314,4.16,3.983,3.796,3.683,3.653,3.7,3.809,3.922,4.029,4.125,4.217,4.342,4.517,4.75,5.025,5.265,5.441,5.539,5.571,5.667,5.865,6.174,6.585,6.997,7.381,7.715,7.996,8.259,8.513,8.751,8.973,9.244,9.59,10.014,10.487,10.914,11.268,11.544,11.712,11.688,11.466,11.063,10.598,10.514,10.92,11.889,13.332,14.645,15.558,15.932,15.723,15.119,14.195,13.037,11.842,11.055,10.714,10.757,11.108,11.502,11.871,12.193,12.474,12.772,13.11,13.479,13.864,14.2,14.466,14.662,14.858,15.478,16.696,18.648,21.285,23.191,23.644,22.425,20.118,18.67,18.214,18.638,19.813,20.947,21.806,22.307,22.44,22.368,22.125,21.719,21.338,21.732,23.075,25.463,28.722,31.192,32.294,31.946,30.482,29.667,29.755,30.722,32.477,34.384,36.285,38.184,39.986,41.488,42.621,43.357,43.8,44.588,45.897,47.697,49.832,51.522,52.599,53.035,52.874,52.637,52.425,52.212,51.904,51.234,50.117,48.506,46.605,45.576,45.634,46.759,48.66,49.946,50.307,49.704,48.428,48.036,48.857,50.883,53.779,55.879,56.804,56.527,56.129,55.389,55.419,56.203,57.314,58.862,61.035,63.904,67.342,70.842,74.189,77.356,80.368,83.67,87.398,91.529,95.843,99.671,102.866,105.312,107.126,109.181,111.69,114.62,117.789,120.491,122.437,123.772,122.491,120.492,119.184,118.416,118.092,118.129,118.508,119.202,120.064,120.804,121.37,121.714,121.859,122.099,122.536,123.135,123.769,123.99,123.768,123.056,121.692,119.159,115.372,110.264,104.301,99.967,97.833,97.899,100.754,103.785,106.047,107.526,108.171,108.573,108.935,109.233,109.5,110.111,111.183,112.694,114.468,115.945,117.025,117.683,118.226,118.857
"236","228","    Food services and accommodations","DFSARA3",28.047,28.419,29.034,29.361,28.875,29.31,28.922,28.959,29.188,28.959,28.9,29.395,29.685,29.977,30.306,30.658,30.705,30.807,30.858,31.27,31.984,32.395,32.66,32.923,33.677,34.628,35.128,35.817,36.468,36.536,36.752,36.42,36.117,35.803,36.194,36.558,37.946,38.276,38.694,38.738,38.701,39.541,39.261,39.487,40.358,40.805,40.864,40.402,39.983,40.272,40.666,41.334,42.668,43.296,44.091,44.59,45.91,45.486,46.027,45.934,45.219,45.462,45.326,45.671,46.106,47.194,47.151,48.78,49.587,49.893,50.687,50.479,52.587,51.787,50.927,50.708,51.921,53.376,54.547,54.896,55.571,54.741,54.943,56.144,55.631,54.912,55.042,55.914,56.471,56.303,55.637,55.298,55.246,56.105,56.68,57.156,57.672,57.809,58.567,58.541,59.481,59.189,60.186,60.17,60.32,60.915,60.579,60.398,61.506,62.127,62.366,63.213,64.41,65.195,65.465,67.167,67.213,68.748,70.455,71.419,71.121,70.956,71.592,71.843,73.466,74.069,74.588,73.554,72.962,74.372,74.244,74.284,76.164,74.545,75.035,77.655,76.924,77.405,78.103,77.697,77.669,78.64,79.24,79.335,78.766,78.886,78.982,78.814,78.814,79.196,79.292,79.991,80.764,80.724,81.577,81.008,81.919,82.937,83.253,84.419,84.13,84.637,84.976,86.976,88.396,89.173,89.482,89.185,89.841,88.954,88.459,88.317,89.617,90.287,90.45,90.59,91.243,92.949,94.521,95.479,96.516,96.654,97.536,98.548,99.112,100.543,101.243,102.279,103.789,103.217,103.819,105.388,104.91,105.15,105.254,106.179,104.774,105.348,104.321,102.731,100.911,99.921,99.648,99.52,100.458,101.227,101.83,102.663,103.629,103.818,104.345,104.817,105.925,106.279,106.913,108.07,108.877,108.593,108.649,110.548,110.197,111.307
"237","229","      Food services","DFSERA3",30.389,30.756,31.381,31.71,31.114,31.618,31.162,31.212,31.474,31.177,31.08,31.588,31.984,32.248,32.423,32.715,32.671,32.978,32.943,33.387,34.158,34.545,34.779,35.149,36.016,36.861,37.331,38.024,38.75,38.911,39.078,38.708,38.275,37.858,38.178,38.606,40.062,40.44,40.926,40.884,40.82,41.769,41.475,41.581,42.484,43.112,43.22,42.556,42.31,42.632,42.984,43.66,44.838,45.385,46.06,46.407,48.041,47.476,48.069,47.881,47.097,47.39,47.224,47.552,48.102,49.193,49.068,50.693,51.583,51.884,52.603,52.444,54.678,53.866,52.825,52.676,53.96,55.51,56.882,57.244,57.833,56.847,57.208,58.529,58.042,57.35,57.421,58.168,58.793,58.449,57.806,57.494,57.579,58.563,59.205,59.728,60.384,60.341,61.054,60.869,61.799,61.55,62.495,62.142,62.397,62.909,62.567,62.481,63.285,64.381,64.615,65.556,66.482,67.306,67.622,69.164,69.375,70.964,72.912,74.132,73.661,73.404,74.076,74.327,76.038,76.774,77.466,76.271,75.837,77.101,76.865,76.743,78.593,76.629,77.182,80.297,79.374,80.235,80.954,80.53,80.129,81.311,81.839,81.839,81.12,81.484,81.568,81.162,81.06,81.344,81.27,81.887,82.404,82.193,83.031,82.262,83.335,84.599,85.045,86.315,85.753,86.506,86.69,88.861,90.378,90.902,91.088,90.778,91.856,91.249,91.335,91.54,92.458,92.838,92.951,92.991,93.66,95.404,96.722,97.851,98.63,98.87,99.56,100.608,100.978,102.207,102.332,103.408,104.957,104.231,104.846,106.53,105.651,106.047,106.355,107.045,105.313,105.594,104.507,103.103,101.401,100.051,99.289,99.259,100.208,101.094,101.701,102.603,103.468,103.571,104.081,104.417,105.58,105.808,106.245,107.303,108.035,107.638,107.478,109.151,108.706,109.998
"238","230","        Purchased meals and beverages (102)","DPMBRA3",29.229,29.64,30.277,30.627,30.069,30.572,30.09,30.132,30.36,30.058,29.932,30.433,30.819,31.109,31.285,31.591,31.569,31.881,31.862,32.308,33.101,33.504,33.748,34.118,34.985,35.793,36.233,36.876,37.539,37.625,37.692,37.231,36.748,36.341,36.725,37.196,38.702,39.129,39.631,39.608,39.559,40.498,40.257,40.396,41.382,42.069,42.233,41.574,41.403,41.785,42.178,42.91,44.106,44.691,45.401,45.768,47.433,46.894,47.46,47.218,46.299,46.539,46.319,46.626,47.16,48.243,48.108,49.697,50.576,50.856,51.555,51.366,53.597,52.955,51.996,51.872,52.983,54.546,55.938,56.3,56.849,55.816,56.179,57.527,57,56.265,56.33,57.087,57.701,57.329,56.654,56.318,56.418,57.411,58.07,58.615,59.412,59.414,60.184,60.034,61.013,60.792,61.802,61.473,61.778,62.347,62.047,62.01,62.884,64.065,64.353,65.375,66.397,67.286,67.631,69.222,69.399,71.029,73.028,74.276,73.775,73.505,74.192,74.45,76.212,76.975,77.686,76.461,76.022,77.331,77.09,76.963,78.876,76.84,77.402,80.605,79.653,80.526,81.259,80.813,80.393,81.606,82.147,82.141,81.383,81.755,81.835,81.418,81.31,81.601,81.525,82.16,82.693,82.475,83.341,82.545,83.648,84.947,85.399,86.706,86.119,86.887,87.071,89.303,90.86,91.391,91.575,91.248,92.35,91.718,91.797,92.009,92.952,93.338,93.443,93.461,94.115,95.883,97.228,98.375,99.161,99.386,100.068,101.103,101.426,102.626,102.677,103.703,105.207,104.383,104.957,106.664,105.747,106.157,106.478,107.212,105.456,105.766,104.646,103.191,101.422,100.03,99.261,99.286,100.339,101.293,101.912,102.791,103.601,103.64,104.13,104.474,105.698,105.96,106.442,107.554,108.329,107.928,107.765,109.49,109.031,110.359
"239","231","          Meals and nonalcoholic beverages","DMABRA3",25.598,25.974,26.676,27.048,26.804,27.122,26.807,26.69,27.053,26.8,26.728,27.244,27.589,27.909,28.122,28.327,28.347,28.712,28.666,29.122,29.922,30.357,30.656,31.021,32.023,32.57,33.087,33.827,34.216,34.317,34.522,34.173,33.885,33.819,34.36,34.934,36.395,36.858,37.448,37.62,37.704,38.506,38.239,38.425,39.457,40.122,40.117,39.592,39.688,39.977,40.553,41.259,42.468,42.891,43.486,43.826,45.388,44.887,45.336,45.136,44.159,44.403,44.249,44.554,45.172,46.287,46.023,47.735,48.758,48.999,49.619,49.421,50.815,50.827,50.255,50.203,51.001,52.538,53.672,54.012,54.465,53.531,53.794,55.05,54.496,53.586,53.818,54.425,55.14,54.723,54.166,53.95,54.111,55.24,55.954,56.597,57.507,57.56,58.384,58.196,59.228,59.278,60.223,59.871,60.234,60.856,60.707,60.837,61.811,62.814,63.171,64.463,65.48,66.513,67.003,68.732,68.602,70.467,72.456,73.666,73.133,72.802,73.543,73.829,75.467,75.977,76.642,75.079,75.087,76.495,76.238,75.799,77.622,75.741,76.241,79.475,79.159,80.118,80.946,80.794,80.423,81.865,82.661,82.818,82.13,82.534,82.599,82.289,82.366,82.838,82.756,83.472,84.22,84.093,84.933,84.169,85.18,86.305,86.634,87.864,87.166,87.845,88.098,90.202,91.55,92,92.275,91.951,93.01,92.303,92.02,91.956,92.801,93.17,93.321,93.365,94.003,95.813,97.124,98.355,99.064,99.347,100.026,101.065,101.388,102.539,102.558,103.579,105.073,104.307,104.93,106.529,105.587,106.107,106.448,107.133,105.43,105.788,104.572,103.161,101.373,100.007,99.251,99.369,100.896,102.234,102.988,103.787,104.531,104.659,105.187,105.433,106.677,106.933,107.417,108.607,109.5,109.175,109.069,110.748,110.183,111.581
"240","232","            Meals at schools","DMSLRA3",35.858,36.26,36.486,37.012,37.481,37.949,38.351,38.818,39.659,40.281,40.423,40.17,43.632,43.619,43.752,43.783,45.57,46.589,47.701,48.672,49.106,50.258,51.687,53.092,53.481,54.471,55.208,55.916,55.572,56.844,57.901,58.899,58.243,58.643,58.631,58.783,59.09,59.534,59.764,59.891,60.841,60.78,60.538,59.967,59.724,58.96,58.593,58.057,57.649,56.891,56.276,55.869,56.21,55.987,56.005,56.212,57.592,58.203,58.469,57.536,57.599,57.239,56.907,56.796,56.142,56.637,57.112,57.179,56.827,57.399,58.122,59.284,59.981,60.014,60.37,60.915,59.551,60.447,60.762,61.741,59.23,59.14,59.106,59.389,57.376,57.383,59.285,60.609,58.148,58.8,60.21,61.558,58.997,59.818,60.385,61.385,61.047,60.867,60.771,60.653,61.352,61.314,61.647,62.005,62.138,61.857,61.741,62.317,63.071,63.354,64.039,64.227,63.738,64.28,64.315,64.559,65.032,65.565,66.473,66.976,67.847,68.205,68.61,69.416,70.497,70.417,70.723,71.033,71.197,71.793,72.063,72.792,73.647,74.568,75.518,76.586,77.706,77.728,78.159,79.146,80.826,81.171,82.293,83.209,84.356,83.912,84.371,85.544,86.508,86.763,87.832,88.88,89.636,90.332,91.03,91.691,92.292,93.055,94.058,95.262,96.582,97.834,99.016,100.063,100.934,101.693,102.368,102.93,103.317,103.518,103.551,103.386,103.074,102.883,102.942,103.224,103.375,103.36,103.402,103.367,103.219,103.122,103.108,103.155,103.18,103.137,103.026,102.807,102.503,102.369,102.497,102.862,103.413,104.042,104.783,105.598,106.321,106.343,105.563,103.921,101.628,99.938,99.157,99.277,101.666,104.282,106.063,106.994,104.931,102.285,100.53,99.669,99.557,99.683,99.971,100.399,100.889,101.324,101.699,101.988,102.244,102.537
"241","233","              Elementary and secondary school lunches","DESLRA3",77.725,78.586,79.055,80.183,80.125,81.103,81.958,82.937,83.6,84.929,85.222,84.719,91.807,91.817,92.05,92.15,94.488,96.584,98.902,100.958,100.428,102.789,105.714,108.587,106.842,108.89,110.338,111.76,108.835,111.319,113.383,115.391,109.774,110.489,110.503,110.775,113.102,113.961,114.414,114.672,117.953,117.886,117.378,116.334,116.37,114.827,114.076,112.982,111.433,110.064,108.81,108.118,109.193,108.787,108.937,109.434,107.35,107.922,107.823,105.779,101.124,100.448,99.653,99.078,90.559,90.983,91.336,91.108,83.036,83.54,84.282,85.621,82.674,82.706,83.196,83.948,82.77,83.525,84.1,85.291,79.919,79.892,80.041,80.438,74.835,75.137,76.681,78.15,73.41,74.337,76.131,78.081,73.387,74.443,75.628,77.05,76.385,75.82,75.711,75.522,76.071,76.271,76.599,77.244,77.584,77.88,78.227,79.138,80.129,80.766,81.686,82.631,83.126,84.136,84.52,84.669,84.828,84.844,84.56,84.301,84.007,83.68,83.538,83.478,83.869,83.823,84.504,84.775,85.153,85.016,84.947,85.12,84.69,84.724,85.021,85.888,87.433,88.401,89.37,90.368,91.164,91.851,92.994,93.907,95.026,95.665,96.484,97.709,98.841,99.74,100.95,102.161,103.675,105.029,106.071,106.745,107.058,107.463,108.088,108.885,109.779,110.685,111.632,112.553,113.395,114.184,114.948,115.653,116.206,116.452,116.38,115.953,115.242,114.602,114.192,113.978,113.854,113.747,113.797,113.86,113.883,113.987,114.197,114.487,114.761,114.948,115.044,115.003,114.803,114.508,114.166,113.741,113.205,112.589,111.958,111.27,110.426,109.16,107.449,105.241,102.659,100.482,98.914,97.945,96.058,93.92,92.285,91.148,90.111,89.068,88.147,87.333,86.561,85.692,84.722,83.629,82.442,81.526,80.978,80.783,80.156,79.24
"242","234","              Higher education school lunches","DHSLRA3",13.18,13.334,13.429,13.628,14.383,14.574,14.73,14.921,15.858,16.098,16.157,16.04,17.538,17.513,17.591,17.584,19.074,19.509,19.968,20.351,21.308,21.805,22.423,23.033,24.578,24.995,25.348,25.669,26.723,27.338,27.85,28.301,30.333,30.561,30.535,30.623,29.835,30.056,30.163,30.221,29.908,29.849,29.752,29.437,29.043,28.7,28.542,28.307,28.518,28.091,27.822,27.57,27.513,27.389,27.335,27.384,30.641,31.273,31.737,31.405,34.024,33.834,33.753,33.893,37.5,38.033,38.574,38.801,42.63,43.239,43.952,45.018,47.689,47.723,48.005,48.439,46.974,47.947,48.12,48.985,48.023,47.899,47.765,47.987,47.92,47.766,49.863,51.109,49.881,50.385,51.586,52.608,51.203,51.897,52.129,52.9,52.739,52.767,52.679,52.6,53.379,53.212,53.549,53.752,53.771,53.178,52.811,53.206,53.831,53.922,54.48,54.258,53.236,53.524,53.37,53.667,54.309,55.121,56.675,57.591,59.093,59.822,60.523,61.798,63.254,63.156,63.258,63.589,63.638,64.631,65.084,66.115,67.665,69.067,70.371,71.547,72.437,71.946,72.086,73.068,75.227,75.386,76.497,77.414,78.577,77.545,77.811,78.955,79.827,79.734,80.726,81.686,82.032,82.372,82.882,83.536,84.294,85.251,86.458,87.882,89.434,90.873,92.183,93.298,94.185,94.927,95.555,96.038,96.336,96.513,96.602,96.579,96.483,96.535,96.848,97.399,97.7,97.734,97.771,97.684,97.443,97.237,97.102,97.017,96.906,96.739,96.517,96.201,95.84,95.794,96.177,96.969,98.109,99.413,100.896,102.526,104.097,104.817,104.542,103.206,101.07,99.643,99.288,99.999,104.704,109.894,113.525,115.576,112.958,109.445,107.238,106.351,106.597,107.262,108.231,109.482,110.881,112.049,112.923,113.474,114.209,115.156
"243","235","            Other purchased meals","DOPMRA3",25.105,25.48,26.205,26.569,26.291,26.602,26.252,26.107,26.447,26.151,26.069,26.622,26.816,27.153,27.37,27.583,27.518,27.851,27.749,28.179,28.997,29.398,29.642,29.957,30.989,31.514,32.021,32.762,33.187,33.231,33.395,32.981,32.71,32.622,33.19,33.784,35.301,35.765,36.373,36.547,36.589,37.433,37.165,37.388,38.481,39.216,39.228,38.703,38.824,39.164,39.798,40.558,41.809,42.263,42.886,43.232,44.804,44.249,44.707,44.542,43.515,43.788,43.643,43.967,44.647,45.793,45.493,47.285,48.374,48.6,49.215,48.951,50.379,50.39,49.773,49.692,50.594,52.163,53.337,53.646,54.243,53.268,53.545,54.848,54.364,53.41,53.562,54.133,55.003,54.534,53.882,53.589,53.882,55.027,55.748,56.373,57.344,57.408,58.277,58.085,59.134,59.188,60.163,59.777,60.151,60.816,60.666,60.774,61.759,62.798,63.139,64.484,65.574,66.632,67.143,68.944,68.785,70.715,72.757,74.001,73.4,73.036,73.793,74.053,75.719,76.258,76.94,75.286,75.286,76.734,76.451,75.956,77.826,75.809,76.287,79.626,79.241,80.245,81.093,80.886,80.415,81.911,82.691,82.812,82.034,82.479,82.525,82.143,82.178,82.66,82.522,83.222,83.969,83.803,84.65,83.817,84.848,85.99,86.288,87.519,86.723,87.374,87.583,89.738,91.109,91.544,91.8,91.434,92.524,91.775,91.478,91.419,92.317,92.712,92.867,92.9,93.561,95.456,96.827,98.119,98.867,99.169,99.88,100.967,101.304,102.51,102.536,103.615,105.194,104.398,105.044,106.702,105.689,106.204,106.526,107.205,105.388,105.761,104.525,103.126,101.361,100.01,99.256,99.373,100.859,102.137,102.842,103.635,104.513,104.774,105.413,105.713,107.023,107.285,107.778,109.005,109.918,109.556,109.427,111.174,110.568,112.021
