"","Table 1AU2# Real Manufacturing and Trade Inventories, Seasonally","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"107","28","  Merchant wholesale","WKS5W0",211103,213120,213379,213999,214189,215269,215904,217569,217302,217905,218478,218849,219296,220060,221584,222408,222419,223804,226329,228518,229648,228039,227761,227993,228873,228645,228812,228727,232155,231551,229740,228010,230644,234195,235648,237343,238628,241822,242521,243607,242911,245835,246347,248293,248353,246802,246282,246305,246470,246032,244988,245619,246846,248731,249363,248803,248643,250425,250769,248956,248358,248711,250154,252185,254798,254043,255407,255806,257032,256446,257637,257476,261198,261144,259616,258080,256847,256550,257668,257572,257383,258218,259046,261977,261241,262213,263248,262721,261364,265797,265671,266370,266345,267708,270463,271911,273077,272110,273222,274080,273789,274640,274853,277388,277367,276029,277402,278490,277628,279111,277427,278417,282685,282540,284528,285822,287127,289932,292035,293786,295517,296666,298415,300365,300315,301379,303326,303351,304298,305278,304992,304817,306232,305600,304674,308896,308197,306352,306752,305600,303810,305886,306595,306591,304184,304716,306980,308327,310478,316468,316057,317858,321478,323406,326317,329227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","29","      Addendum: Wholesale less motor vehicle","WKS5WX0",166869,168409,168730,168806,169100,169479,170491,172149,171854,172266,173247,172871,173259,174361,175172,175813,175563,176412,178541,180049,180684,179823,178844,179332,180113,179920,180092,179900,181679,181626,180248,178674,180915,183799,184663,186231,187396,189542,190105,191718,191263,194203,194232,195781,194690,193849,193508,193323,194011,193672,192481,192657,193020,194286,195014,195089,195250,196574,197376,196880,195324,195342,196990,198221,200626,200667,201633,201401,202405,202375,203301,202974,205081,204718,204167,203653,202984,202910,203927,203755,204369,205497,205480,206979,207854,208407,209288,209061,207898,211520,211594,212248,211357,212111,214538,215932,217490,216830,217436,218314,218424,219780,219785,221570,221904,220735,222195,222409,222166,223743,222913,223266,226931,226513,227990,229620,230331,232221,234090,235738,236766,237244,238870,240021,239563,240918,242880,243023,244052,245273,244888,244854,246100,245254,245477,248102,247710,246023,246108,245354,244551,245946,246199,247114,274928,276007,277760,279426,280966,285728,285437,287024,290262,292548,295787,298661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","30","    Durable goods","WKS5WD0",130045,131385,130727,131000,130586,131101,130684,131326,131101,130863,131697,131298,131652,132247,132214,133064,133465,133866,134699,135507,136243,135153,135935,135057,135518,134721,135630,135491,138336,137787,136201,135006,135610,138181,138269,139796,140953,142619,143310,143908,142368,142447,143634,144854,146071,145537,145294,144625,144641,145046,144237,145268,146496,147085,148251,146720,146337,147038,147225,145267,146021,146514,145989,146503,147696,147209,147798,148413,149375,148201,148421,148305,150740,150730,149288,148381,146537,145831,146133,145623,144954,144469,145676,147969,146721,147048,147198,147188,147237,149462,148930,149898,150136,150535,151615,151990,151730,151638,152464,152585,152471,152573,152737,153975,154055,154145,154436,155227,154782,155694,154475,155560,158560,158872,160651,160876,161552,163160,163989,165040,165988,167422,168588,169450,170199,170746,171125,171252,172054,173343,174309,174690,175897,175697,175097,176578,176139,175774,176857,176858,176995,177165,177632,177179,173868,174529,176526,177571,179129,183262,182105,182882,185663,186061,187221,189747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","31","      Motor vehicles","WKS5010",20649,20897,20816,21256,21141,21682,21278,21128,21180,21297,20871,21519,21532,21152,21659,21749,21984,22342,22469,22884,23227,22700,23353,23104,23115,23104,23085,23189,24352,23916,23692,23708,23824,24101,24503,24460,24449,25107,25165,24578,24421,24127,24522,24701,25766,25255,25139,25329,24825,24775,25016,25381,26074,26468,26315,25773,25489,25742,25278,24222,25182,25462,25126,25677,25612,24937,25175,25731,25817,25351,25483,25656,26799,27091,26330,25530,25125,24947,24933,25013,24287,23937,24637,25678,24260,24554,24597,24370,24320,24643,24469,24443,25250,25684,25721,25631,25152,24960,25321,25219,24873,24324,24496,24946,24617,24589,24371,25082,24586,24350,23714,24215,24357,24627,24910,24464,24894,25477,25487,25407,25904,26430,26369,26939,27341,26949,26729,26613,26434,26096,26223,26106,26121,26401,25369,26490,26262,26305,26573,26306,25525,25973,26346,25440,25990,25536,25978,25656,26157,27253,27184,27347,27624,27328,27075,27130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","32","      Furniture and furnishings","WKS5020",4231,4409,4296,4234,4317,4436,4751,4636,4559,4766,4677,4746,4732,4531,4561,4501,4455,4296,4379,4540,4737,4511,4572,4953,5090,5151,5243,5395,5573,5564,5650,5493,5624,5601,5677,5518,5649,5683,5744,6007,5840,5876,5850,5886,5837,5904,5804,5735,5762,5763,5719,5606,5686,5681,5750,5738,5766,5781,5668,5638,5205,5155,5537,5528,5499,5756,5774,5436,5659,5672,5599,5592,5759,5726,5703,5562,5458,5401,5309,5428,5455,5238,5343,5474,5373,5437,5374,5669,5512,5420,5416,5346,5298,5342,5471,5496,5440,5465,5540,5523,5577,5562,5470,5486,5476,5577,5602,5577,5626,5619,5602,5678,5642,5552,5584,5636,5701,5768,5718,5763,5798,5898,5957,6008,6060,6369,6270,6243,6142,6105,6118,6051,5965,6093,6131,6001,6062,6122,6128,6109,6123,6069,6072,6046,6078,5964,5869,6115,6207,6093,6038,6148,6211,6172,6261,6282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","33","      Lumber and construction","WKS5030",7439,7548,7500,7568,7542,7535,7123,7748,7778,7944,8124,7705,8144,8470,8481,8474,8593,8896,8595,8633,8400,8386,8515,8306,7979,7995,8150,8281,8732,8586,8621,8460,8649,8546,8498,8698,9098,9149,9102,9139,9003,8923,9050,9033,9125,9204,9140,9044,9125,9132,9246,9172,9250,9144,9228,8990,9079,9115,9020,9100,9284,9237,9235,9392,9210,9334,9339,9251,9110,9269,8997,9040,9061,8698,8620,8633,8316,8545,8374,8401,8579,8532,8444,8682,8593,8491,8467,8488,8538,8496,8610,8706,8673,8710,8898,8705,9006,8951,8938,8729,8603,8538,8569,8652,8574,8536,8330,8336,8238,8249,8318,8176,8555,8764,8799,8861,8814,8891,9077,9022,9005,9288,9219,9024,9100,8899,8709,8751,8962,8870,9079,9188,9224,9280,9290,9185,9218,9279,9212,9358,9624,9386,9335,9373,9286,9417,9436,9568,9630,9761,9777,9903,9946,9851,9981,9960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","34","      Professional and commercial","WKS5040",10426,10470,10534,10534,10591,10610,10628,10622,10624,10669,10713,10789,10820,10924,10977,11003,11141,11156,11199,11349,11253,11265,11424,11040,11127,11076,11082,11120,11089,11147,11206,11246,11262,11288,11252,11215,11289,11271,11293,11334,11290,11297,11308,11345,11455,11426,11442,11454,11506,11551,11532,11569,11561,11588,11615,11600,11651,11687,11755,11799,11818,11846,11860,11921,11958,11934,11926,11962,11977,11975,12011,12030,12026,12085,12143,12093,12197,12223,12271,12369,12266,12291,12289,12376,12391,12385,12279,12318,12361,12476,12438,12527,12557,12489,12566,12566,12567,12573,12632,12660,12663,12695,12752,12794,12831,12865,12887,12907,13021,13039,13036,13138,13269,13206,13297,13269,13322,13487,13488,13568,13610,13685,13772,13778,13791,13864,13993,13989,14007,14115,14190,14236,14246,14215,14321,14311,14313,14377,14344,14491,14616,14432,14575,14678,14667,14771,14782,15020,15142,15388,15503,15416,15724,15882,16001,16089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","35","      Metals and minerals","WKS5050",18505,18457,18275,17687,17131,16847,16874,17302,17216,16668,16751,16877,17106,17299,16455,16555,16523,16416,16376,16129,16131,16097,15886,16283,16424,16055,16124,16059,16330,16338,15829,15656,15814,16430,16369,16851,17084,17371,17743,18340,18197,18616,18743,18683,18623,18756,18663,18317,18063,18129,18266,18148,17654,18246,18742,18065,18196,18082,18274,18036,17827,17498,17343,17123,17517,17057,17712,17798,17791,17769,17894,17969,18058,18234,18070,18296,17986,17626,17712,17629,17663,17790,17894,17636,18056,18418,18346,18208,18199,18321,17931,18017,18108,18118,17942,18004,17947,18042,18216,18513,18519,18965,19143,19192,19278,19248,19149,19625,19326,19410,19485,19392,19770,20376,20114,20395,20683,20801,21003,21054,21311,20961,21046,20910,20771,20591,20675,20550,20358,20210,20030,19911,19791,19680,19738,19671,19728,19525,19800,20038,20038,20495,20800,21125,21412,21917,21997,22186,22183,22438,22389,22445,22389,22296,22291,22471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","36","      Electrical goods","WKS5060",12182,12378,12262,12547,12369,12472,12411,12458,12367,12288,12127,11996,11900,11866,12050,12415,11801,12076,12455,12341,12785,12598,12851,12488,12794,12911,12927,12540,12762,12727,12457,12555,12281,12638,12752,12918,12860,12870,12991,12995,12963,13018,12972,13232,13314,13445,13384,13608,13635,13966,14033,14098,14305,14316,14613,14507,14492,14483,14609,14474,14509,14466,14420,14545,14575,14637,14704,14738,14737,14586,14954,14755,15116,15049,14981,15062,14856,14757,14603,14611,14448,14615,14568,14983,15162,15027,14929,15173,15085,15239,15341,15348,15454,15853,15776,16007,15879,15886,16327,16064,16312,16476,16459,16702,16956,16938,16943,16686,16821,17206,17049,17284,17721,17818,18306,18426,18707,18572,18559,19404,19523,19847,20101,20332,20640,21159,21348,21887,22135,22409,22815,23025,23445,23241,23119,23465,23575,22743,22768,22497,22215,22403,22638,22411,22711,22777,23194,22988,23009,23373,23266,23405,23398,23220,23024,23293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","37","      Hardware and plumbing","WKS5070",10104,10158,10303,10636,10862,10443,10429,10124,10038,10010,10074,9950,9906,10170,10246,10310,10551,10546,10474,10570,10409,10327,10501,10482,10328,10311,10377,9935,10054,10264,10062,9817,10328,10510,10268,10514,10589,10398,10441,10579,10435,10518,10787,11058,10987,10959,10815,10808,11418,11194,11181,11444,11602,11654,11822,12040,12047,12378,12289,12099,12149,12149,12242,12201,12294,12652,12257,12002,11983,11946,12134,12320,12188,12162,12151,12016,11750,11944,11862,11736,11912,11921,11965,12090,12056,12186,12154,12383,12682,12578,12769,13062,12788,12704,12625,12582,12842,12758,12764,12738,12559,12570,12550,12706,12700,12909,13158,13125,13194,13444,13504,13615,13982,14117,14370,14680,14808,14682,14670,14980,14797,14796,15261,14862,14873,14825,14686,14731,14875,15184,15070,14977,14979,14957,15074,15035,15092,15091,15426,15383,15311,15601,15601,15797,15806,15826,15582,15908,15930,15936,15794,15867,16071,16007,16067,16092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","38","      Machinery, equipment, and supplies","WKS5080",43181,43471,42823,42281,41957,41986,41964,42776,42758,42555,44033,43230,42587,43087,42885,43077,43307,43166,43324,43117,42906,42732,42609,42520,42537,41791,42201,42145,41815,42207,41649,41197,41567,43331,42953,44497,45712,47026,46698,46964,46665,46477,46840,47378,47545,47308,47746,46178,45697,45587,44203,45198,45583,45550,45844,45444,44804,44562,44886,44383,44444,44455,44446,44731,45846,45688,46050,46477,47030,46702,46515,46045,46860,46536,45574,45243,44128,43286,44096,42680,42749,42453,41917,42347,42187,41679,42357,42325,41569,42625,42415,42707,42061,41278,42334,42533,42356,42357,42301,42223,42070,42394,41836,41731,41833,41638,42014,42004,41984,42670,42445,42486,43331,43156,43804,44525,44946,45208,46025,45729,45952,46400,46629,47348,47360,47870,48423,48475,48844,49913,49778,50179,50904,50818,51057,50864,50579,51003,51462,51446,52610,51704,51403,51569,51970,52043,52624,53241,54062,55106,53421,53525,54440,55311,56142,57425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","39","      Other durable goods","WKS5090",12680,12967,13178,13157,13508,13683,13819,13408,13455,13305,13520,13277,13854,14000,13606,13637,14050,13685,13972,14320,14617,14797,13984,14266,14278,14147,14499,14938,15883,15318,14954,14352,14070,14070,14104,13818,13282,13132,13554,13717,13072,13210,13400,13451,13122,12978,12895,13332,13824,14009,13740,13512,13572,13276,13359,13379,13537,13947,14279,14175,14175,14772,14208,13623,13788,13798,13589,13739,14136,13740,13429,13483,13488,13608,13967,14332,14663,14892,14917,15335,15500,15541,16558,16451,16564,16903,16956,16305,17089,18091,17807,18192,18098,18322,18392,18603,18833,18985,18538,19315,19659,19602,19990,20278,20287,20306,20579,20646,20530,20377,19977,20069,20828,20290,20454,19862,18838,19478,19432,19388,19373,19275,19477,19419,19313,19137,19164,18734,19114,19424,19852,19833,20153,19886,19941,20424,20081,20204,20298,20415,20307,20677,20206,20249,20081,20155,20655,19950,19432,20273,20420,20807,20934,20532,21009,21857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","40","    Nondurable goods","WKS5WN0",79206,79841,80952,81318,82053,82646,83907,85020,84998,86008,85601,86547,86604,86716,88567,88405,87865,88996,90943,92528,92886,92432,90939,92495,92937,93780,92708,92799,93063,93083,93058,92592,94988,95780,97444,97409,97380,98985,98882,99382,100643,104064,103085,103780,102229,101082,100780,101698,101874,100812,100641,100026,99862,101323,100527,101894,102212,103409,103570,104014,102295,102060,104483,106227,107761,107506,108352,108010,108195,109051,110175,110138,111339,111283,111376,110746,111739,112330,113266,113833,114498,116140,115517,115960,116747,117473,118510,117893,116207,118541,119100,118645,118297,119397,121254,122490,124243,123203,123428,124298,124102,124993,125028,126413,126277,124537,125801,126046,125608,126166,125783,125511,126599,126000,125986,127250,127912,129122,130542,131232,132035,131485,132018,133198,132142,132683,134488,134346,134412,133890,132307,131613,131715,131233,130918,133915,133660,131993,131078,129736,127474,129669,129898,130479,132651,132408,132455,132677,133180,134854,135901,137016,137644,139405,141332,141466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","41","      Paper products","WKS5110",4588,4723,4703,4889,4793,4864,4784,4908,4933,4918,4971,5039,5016,5015,5044,5020,4977,5013,5003,5039,4994,4981,4995,5187,5075,5008,4975,4966,4975,4936,4897,4803,4948,5096,5076,5135,5189,5147,5313,5301,5269,5401,5536,5478,5546,5544,5461,5596,6033,5963,5945,6006,6081,6077,6204,6161,6173,6247,6140,6180,6162,6166,6229,6258,6343,6424,6535,6591,6712,6888,6809,6858,6984,6929,6779,6688,7023,6957,7043,7398,7244,7233,7414,7447,7288,7374,7642,7619,7625,7893,7823,7935,8113,8095,8083,8099,8202,8063,8254,8286,8333,8479,8439,8620,8554,8643,8400,9096,9460,9382,9275,9320,9359,9295,9476,9334,9087,9368,9535,9485,9587,9682,9576,9775,9586,9532,9540,9437,9219,9611,9562,9596,9592,9563,9689,9924,10138,10353,10334,10325,10510,10654,10532,10657,10797,10928,10948,11059,11254,11101,11512,11746,11668,11608,11652,11726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","42","      Drugs and sundries","WKS5120",5887,5928,6262,6266,6110,6433,6589,6640,6903,6994,7095,6767,7008,7214,7541,7165,7555,7478,7294,7474,7604,7780,7865,7848,8148,8286,8089,8315,8271,8284,8627,8558,8664,9086,9508,9220,9210,9139,9299,9650,9553,9572,9777,9884,9614,9357,9393,9787,9673,9707,9626,9744,9737,9913,9937,10255,10462,10374,10214,10550,10418,10534,10896,10944,10960,10895,10841,10840,10985,11215,11397,11177,11420,11420,11299,11435,12056,12495,12564,12700,12677,12839,12967,12872,13401,13587,13564,13540,13329,13834,13973,13898,14146,14375,14102,14857,15338,15015,15177,14932,14876,14861,15088,15241,15505,15269,15627,16021,15717,15596,15385,15521,15734,15578,15864,15848,15791,16375,16560,16528,16502,16166,16833,17079,17245,17251,16921,16900,16952,16650,16310,16021,16051,16290,16267,16670,16433,16610,16983,17014,16426,17506,17727,18060,18382,18075,18466,18123,18494,18869,19080,19819,19926,19522,20170,20319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","43","      Apparel and piece goods","WKS5130",7910,7814,7623,7633,7524,7363,7501,7762,7736,7760,7487,7766,7261,7633,7876,8093,8196,8357,9238,9220,8915,8511,8510,8671,8743,8782,8916,8724,8672,8858,8644,8594,8858,8820,9061,8952,8830,8758,8736,8774,9078,9239,8891,8885,8777,8957,9160,9091,9424,9606,9447,9470,9590,9797,10004,10227,10231,10186,10196,10580,10425,10443,10729,11127,11124,11027,10919,10925,10928,10848,10879,10680,10600,10872,10617,10316,10361,10112,10085,10164,10064,10270,10377,10266,10600,10621,11127,10984,10576,11135,11238,10986,11133,11186,11065,11317,11109,10858,10931,10833,11196,11613,11463,11562,12337,11944,11817,11977,11621,11601,11711,11374,11342,11303,11669,12109,12240,12297,12489,12647,12934,12993,12916,12978,12663,12598,12718,12625,12428,12199,12056,11822,11758,11921,11655,12022,11984,11875,11826,11590,11707,11462,11149,11925,12192,12348,12496,12550,12655,12890,12933,12911,12865,13464,13442,13381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","44","      Groceries","WKS5140",15158,15369,15690,15823,16269,16398,16266,16638,16542,17075,16888,17228,17828,18098,18547,18739,18408,18737,18565,18687,18472,18597,18791,19008,18791,18832,18455,18519,18727,18872,19646,19217,19543,19102,19362,19515,19402,19245,19073,19280,18994,18911,19486,19421,19745,19717,19496,19430,19951,19902,19902,19701,19862,19879,19325,19499,19385,20513,20847,20732,20111,19804,20709,20864,20974,20734,20915,21420,21376,21219,21294,21314,21726,21291,21532,21572,21825,22043,22346,21852,21932,22300,22371,22548,22432,22532,22724,23149,23194,23483,23504,23551,23372,22958,23327,23361,23378,23550,23271,23788,23127,22517,22191,22404,22337,22358,22568,22457,22225,22494,22887,22158,22037,22472,21587,22137,22388,22372,22258,22398,22507,22060,22240,22526,22403,22437,22728,22492,22790,22605,22159,22094,22243,22127,22497,22482,22285,22238,22473,22557,22105,21859,21542,21520,21691,21545,21511,21207,21521,21753,21802,21706,21665,22425,22610,22739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","45","      Farm products","WKS5150",12750,12997,13199,12483,12751,12744,13050,13588,14343,14634,14711,15271,14885,14595,14864,14643,13944,14578,15107,15827,16191,16020,14585,14055,14836,14394,14181,14892,14905,14265,13586,13537,14293,14740,14927,14473,14175,15629,15394,15234,16316,18744,17604,17467,17050,16389,15465,15693,15096,14263,13680,13039,12926,13058,13036,13539,13521,13989,14200,14430,14160,13876,14251,14755,14949,14620,15038,14765,14556,15670,16643,16681,16906,17217,16996,16692,16338,16578,17247,18495,18642,18586,17696,17392,17365,17561,17578,17147,17370,16804,16394,16234,16669,17191,17823,18365,19100,19200,19242,19561,19835,20549,21208,20749,18907,18465,19529,19118,18847,18708,18534,18779,19198,18647,18212,18124,18695,18689,19613,20028,19722,19388,19308,18473,18436,18781,20084,20828,20714,20025,19969,19738,19715,19354,19276,19730,19673,18550,16826,16262,15561,16330,16825,17024,17396,17762,17419,17389,17037,17404,18295,17977,17762,19073,20011,18991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","46","      Chemical and allied products","WKS5160",4363,4361,4365,4396,4340,4095,4354,4427,4372,4421,4533,4330,4302,4321,4369,4433,4415,4391,4472,4388,4326,4486,4631,4567,4370,4661,4561,4526,4731,4613,4547,4664,4625,4536,4587,4696,4887,4965,4895,4849,5194,4887,4719,4895,4708,4631,4676,4941,4635,4396,4475,4532,4475,4621,4535,4460,4700,4406,4402,4427,4574,4552,4840,4754,4756,4778,4960,4744,4965,5044,5019,5252,5129,5200,4930,5017,4900,4871,4998,5071,5158,5320,5253,5288,5308,5475,5647,5703,5689,5799,5820,5833,5525,5474,5886,5632,5763,5781,5879,5809,6034,6050,6040,6203,6314,6293,6279,6184,6107,6055,6001,6043,6159,6083,6119,6190,6257,6239,6322,6351,6477,6627,6609,6657,6734,6845,6787,6744,6996,6718,6696,6881,6776,6944,7017,7113,6871,6861,6842,7073,7025,7220,7577,7302,7377,7395,7487,7397,7194,7775,7836,7821,7790,7823,7930,7779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
