"","Table 2#4#4U# Chain-Type Price Indexes for Personal Consumption ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201"
"11","3","P1NEWG B     New autos (70)","P1NEWG3",38.231,38.376,38.475,38.452,38.116,38.069,37.905,37.457,37.767,37.91,38.154,37.749,37.707,37.779,37.974,37.506,37.416,37.52,37.615,37.511,37.572,37.523,37.425,37.154,37.171,36.871,36.449,35.842,35.726,35.945,35.985,35.97,35.697,35.895,36.431,36.952,36.931,37.107,37.354,37.67,37.505,37.721,37.953,38.22,38.22,38.373,38.83,40.282,41.202,41.224,40.323,39.482,40.219,40.394,40.643,39.763,39.925,40.282,40.511,40.344,40.502,41.489,43.321,44.698,45.046,46.213,46.562,47.466,48.384,48.778,49.3,50.367,50.741,51.178,51.839,53.441,54.749,55.074,55.884,57.182,58.443,59.768,60.555,61.315,62.927,64.224,65.528,66.13,66.222,68.238,69.343,70.179,70.386,71.02,71.712,71.636,72.197,72.641,73.179,73.816,74.25,74.703,75.199,75.539,76.431,76.993,77.492,77.976,78.702,79.963,81.178,82.255,82.325,82.866,83.775,84.123,83.711,84.253,85.304,85.79,85.964,86.369,86.152,87.012,87.555,87.138,87.227,88.158,89.81,90.5,90.843,91.318,91.831,92.444,93.006,93.441,93.828,94.483,95.224,95.997,96.69,97.476,98.475,99.006,99.45,99.973,99.988,100.385,100.905,101.228,101.835,102.019,101.938,101.81,101.512,101.12,101.009,100.697,100.96,100.603,100.355,99.906,99.836,99.862,99.746,100.179,100.181,99.894,99.702,99.633,99.269,99.494,98.933,98.271,98.063,98.194,97.147,96.667,96.438,95.999,95.769,96.144,95.429,96.028,96.803,96.893,96.203,97.11,97.643,97.453,97.785,97.594,97.29,97.267,97.237,97.061,96.668,96.803
"12","4","P1NDCG D       New domestic autos","P1NDCG3",38.218,38.361,38.46,38.436,38.094,38.049,37.884,37.439,37.751,37.897,38.143,37.739,37.7,37.773,37.968,37.499,37.405,37.507,37.599,37.494,37.553,37.504,37.406,37.137,37.157,36.862,36.439,35.832,35.716,35.935,35.976,35.961,35.69,35.886,36.421,36.939,36.916,37.089,37.332,37.648,37.475,37.7,37.947,38.237,38.287,38.46,38.927,40.367,41.253,41.255,40.321,39.484,40.226,40.396,40.641,39.759,39.908,40.273,40.518,40.375,40.591,41.595,43.419,44.783,45.027,46.154,46.479,47.375,48.342,48.754,49.29,50.374,50.744,51.185,51.843,53.436,54.731,55.051,55.857,57.167,58.439,59.79,60.589,61.354,62.957,64.259,65.584,66.198,66.335,68.368,69.468,70.281,70.402,71.008,71.679,71.582,72.149,72.587,73.13,73.781,74.234,74.698,75.2,75.551,76.444,76.993,77.497,77.953,78.635,79.893,81.109,82.181,82.278,82.834,83.765,84.126,83.725,84.276,85.326,85.818,85.988,86.394,86.174,87.045,87.579,87.153,87.237,88.155,89.809,90.497,90.836,91.315,91.835,92.446,93.006,93.433,93.797,94.447,95.187,95.964,96.684,97.48,98.489,99.017,99.445,99.965,99.979,100.378,100.906,101.23,101.842,102.031,101.948,101.821,101.523,101.13,101.016,100.703,100.963,100.61,100.365,99.916,99.844,99.868,99.751,100.18,100.181,99.89,99.699,99.629,99.266,99.475,98.935,98.273,98.062,98.194,97.146,96.665,96.44,95.993,95.761,96.139,95.429,96.037,96.809,96.9,96.214,97.12,97.647,97.454,97.783,97.594,97.29,97.266,97.238,97.062,96.67,96.803
"13","5","P1NFCG D       New foreign autos","P1NFCG3",38.215,38.364,38.459,38.436,38.119,38.045,37.9,37.433,37.75,37.897,38.14,37.754,37.7,37.773,37.966,37.5,37.407,37.507,37.605,37.49,37.548,37.504,37.405,37.138,37.162,36.8,36.425,35.843,35.714,35.935,35.979,35.96,35.691,35.887,36.424,36.939,36.915,37.088,37.342,37.649,37.478,37.698,37.946,38.239,38.288,38.46,38.907,40.404,41.253,41.254,40.424,39.484,40.225,40.395,40.647,39.759,39.91,40.274,40.517,40.366,40.585,41.592,43.463,44.776,45.05,46.16,46.47,47.359,48.343,48.755,49.311,50.372,50.744,51.177,51.841,53.451,54.725,55.049,55.869,57.157,58.483,59.791,60.585,61.356,62.952,64.263,65.568,66.2,66.345,68.37,69.477,70.294,70.454,71.035,71.678,71.584,72.137,72.589,73.13,73.771,74.23,74.699,75.212,75.546,76.439,77.004,77.463,77.948,78.652,79.88,81.077,82.176,82.283,82.844,83.765,84.13,83.724,84.273,85.341,85.824,85.995,86.396,86.176,87.011,87.565,87.152,87.237,88.178,89.806,90.493,90.837,91.307,91.839,92.453,93.007,93.433,93.796,94.443,95.183,95.968,96.689,97.483,98.478,99.017,99.445,99.964,99.978,100.375,100.907,101.24,101.849,102.029,101.948,101.819,101.52,101.129,101.017,100.704,100.975,100.61,100.364,99.914,99.845,99.872,99.748,100.18,100.179,99.895,99.7,99.633,99.27,99.523,98.931,98.27,98.069,98.197,97.141,96.66,96.421,95.994,95.766,96.14,95.422,96.014,96.812,96.905,96.212,97.119,97.644,97.454,97.784,97.591,97.29,97.269,97.238,97.062,96.668,96.805
"14","6","P1NPUG B     Net purchases of used autos (71)","P1NPUG3",9.507,9.705,9.843,9.833,9.713,9.328,9.054,9.358,9.204,9.858,10.332,10.668,10.734,11.442,11.635,11.744,11.796,12.148,12.34,12.816,13.055,13.079,13.27,13.422,13.536,13.383,13.486,14.094,14.032,14.003,14.121,14.321,13.712,14.089,14.919,15.291,15.134,15.341,15.615,15.704,16.033,16.063,15.771,15.934,15.851,16.121,16.331,16.682,17.524,18.189,18.001,17.817,18.142,18.986,19.141,19.289,19.841,20.484,20.38,20.523,19.939,20.619,22.994,24.591,24.866,24.653,25.842,26.387,26.778,28.516,30.248,31.92,32.277,32.299,31.185,30.795,31.409,32.977,34.817,35.065,35.003,35.724,34.595,33.875,34.137,34.067,34.331,37.111,39.013,40.726,42.983,44.455,45.364,46.151,46.817,47.576,50.271,52.026,54.279,56.089,56.439,58.491,59.797,59.252,59.115,58.727,58.298,58.348,57.306,56.884,58.62,60.512,62.558,68.22,71.118,71.489,67.687,67.394,69.729,70.767,74.012,74.843,74.13,72.894,70.767,69.24,68.773,67.736,69.089,69.593,70.586,70.787,69.341,71.004,72.82,74.559,75.352,77.926,80.86,83.16,83.472,85.35,88.879,92.711,95.568,96.375,95.053,95.578,98.225,98.149,98.875,100.116,102.087,98.997,97.778,98.89,97.558,96.317,97.285,97.751,97.225,97.501,99.792,100.4,99.916,100.43,99.055,100.599,101.631,101.628,101.488,101.73,102.994,104.282,105.071,103.392,100.256,98.942,96.793,93.77,93.995,96.269,98.229,98.986,100.699,100.671,100.245,101.114,102.232,102.024,102.189,100.961,99.963,100.034,101.191,101.108,101.066,101.428
"15","7","P1NETG D       Net transactions in used autos","P1NETG3",20.171,20.527,21.106,20.869,20.892,19.549,18.706,18.079,18.563,19.829,20.715,21.024,21.011,21.948,22.229,22.286,21.52,22.104,22.265,22.725,23.266,23.081,22.874,23.004,23.763,23.023,22.533,22.462,22.332,22.313,22.6,22.206,22.291,22.69,23.526,23.822,24.255,23.853,23.97,23.506,24.04,24.195,23.276,23.622,23.289,23.832,24.174,24.771,25.399,25.69,25.322,24.917,24.875,25.002,25.135,25.95,27.016,27.377,26.781,25.919,24.827,25.849,28.74,31.14,31.916,31.777,33.123,33.808,33.965,36.366,37.707,38.923,40.581,40.576,38.588,37.335,37.493,38.576,40.606,41.606,41.53,43.795,43.159,41.207,41.688,42.11,43.281,47.077,49.583,51.345,55.025,57.618,58.728,60.611,62.074,62.892,64.071,65.109,68.003,71.244,73.036,75.861,77.264,77.269,77.878,76.712,74.97,74.901,74.53,72.446,71.319,71.189,71.378,74.789,76.378,76.818,76.954,77.618,78.267,78.847,80.57,80.334,78.784,78.25,78.338,77.551,77.213,76.454,76.798,77.543,78.191,78.231,77.829,79.797,81.948,83.965,84.428,86.806,89.226,90.842,89.618,90.656,93.588,97.244,101.733,103.04,101.913,102.239,103.859,102.603,101.871,101.437,101.839,99.878,96.709,95.833,96.46,96.509,97.406,97.909,95.867,96.281,98.78,99.317,98.775,99.853,99.793,101.496,103.271,102.565,101.254,100.53,98.752,97.56,98.102,95.873,95.277,94.959,91.573,85.205,84.089,84.264,86.121,87.92,88.348,89.196,90.862,89.701,89.619,90.504,91.067,88.34,86.508,86.44,87.81,87.853,88.103,87.552
"16","8","P1MARG D       Used auto margin","P1MARG3",4.953,5.129,5.217,5.279,5.154,5.027,4.94,5.323,5.091,5.432,5.68,5.91,5.95,6.388,6.503,6.591,6.792,6.994,7.142,7.484,7.585,7.649,7.864,7.977,7.914,7.942,8.191,8.829,8.796,8.77,8.807,9.128,8.473,8.758,9.388,9.714,9.427,9.783,10.069,10.359,10.559,10.547,10.586,10.661,10.724,10.85,10.989,11.19,11.941,12.602,12.551,12.501,12.892,13.785,13.925,13.811,14.072,14.705,14.857,15.435,15.273,15.71,17.452,18.393,18.358,18.172,19.082,19.495,20.009,21.166,22.842,24.464,24.125,24.169,23.703,23.867,24.651,26.211,27.642,27.466,27.497,27.162,25.943,26.362,26.499,26.15,25.78,27.437,28.749,30.176,31.137,31.662,32.268,32.344,32.426,33.039,36.072,37.857,39.299,39.976,39.413,40.602,41.726,40.812,40.113,40.537,41.423,41.699,40.32,41.489,45.299,48.703,52.139,59.089,63.051,63.65,56.381,55.482,59.563,61.133,65.404,67.18,67.41,65.676,61.634,59.551,58.927,57.73,60.03,60.279,61.773,61.93,59.307,60.353,62.116,63.488,64.697,67.307,70.5,73.458,75.711,78.558,82.453,86.216,86.98,87.057,85.679,86.441,90.273,91.572,94.175,97.379,101.517,97.064,98.625,102.454,98.533,95.65,96.934,97.274,99.297,99.483,101.22,102.097,101.562,101.192,98.075,99.187,99.086,99.898,101.263,103.028,108.84,114.071,115.36,114.51,107.343,104.617,104.565,106.818,108.819,114.094,116.042,115.115,118.705,117.475,114.029,118.167,121.015,119.173,118.731,119.993,120.367,120.53,121.712,121.171,120.819,122.919
"17","9","P1REEG D       Employee reimbursement","P1REEG3",13.836,13.962,14.043,14.097,14.193,14.19,14.277,14.426,14.51,14.628,14.69,14.718,14.636,14.779,14.807,14.894,14.953,14.987,14.981,15.042,15.132,15.157,15.22,15.25,15.339,15.395,15.513,15.602,15.6,15.657,15.776,16.015,16.103,16.338,16.455,16.658,16.923,17.131,17.363,17.655,18.011,18.189,18.506,18.802,19.244,19.604,19.949,20.238,20.562,21.013,21.445,21.622,21.856,22.008,22.206,22.438,22.798,23.125,23.475,23.856,24.326,25.128,26.204,27.266,28.143,28.736,29.195,29.733,30.372,30.846,31.356,31.855,32.523,33.142,33.703,34.289,34.829,35.103,35.667,36.922,37.775,38.774,39.659,40.251,41.255,42.648,43.994,44.905,46.384,46.822,47.515,48.204,49.123,50.813,51.819,52.568,53.011,53.656,53.843,54.27,55.245,55.633,56.474,56.952,57.634,57.856,58.327,59.292,60.675,62.567,63.918,65.151,66.472,67.003,67.649,67.962,67.141,67.826,69.591,70.799,71.894,71.793,72.243,73.729,75.278,76.035,75.451,75.948,75.519,76.346,78.436,76.116,75.44,74.717,80.019,81.188,81.564,81.709,81.136,82.771,84.439,85.118,84.442,85.424,87.017,86.293,87.198,87.51,89.256,88.277,88.435,86.846,89.504,90.641,91.882,93.12,93.136,93.411,96.491,95.681,94.578,96.866,96.775,100.3,98.958,100.112,100.611,100.335,99.484,96.175,93.615,95.173,100.405,102.845,103.049,99.351,98.781,100.171,101.079,102.61,98.935,98.606,97.942,96.233,97.814,98.314,100.121,101.849,101.9,102.304,102.459,105.478,105.411,103.744,109.67,105.571,107.178,113.159
"18","10","P1OAUG C     Other motor vehicles (72)","P1OAUG3",29.627,29.77,29.728,29.776,29.643,29.668,29.525,29.262,29.472,29.477,29.596,29.335,29.422,29.468,29.57,29.331,29.289,29.356,29.411,29.362,29.46,29.414,29.39,29.205,29.281,29.02,28.791,28.408,28.481,28.652,28.689,28.726,28.695,28.765,29.134,29.516,29.712,29.824,30,30.276,30.45,30.703,30.793,30.839,30.405,30.066,30.232,31.445,32.773,33.629,33.547,33.069,33.526,33.601,33.82,33.563,33.668,34.113,34.335,34.55,35.026,36.03,37.59,38.918,39.462,40.309,40.577,41.492,42.042,42.431,42.881,43.968,44.335,44.679,45.298,46.829,47.524,48.284,48.985,49.789,50.813,52.218,52.803,53.218,54.732,55.843,56.985,58.15,58.935,60.588,61.667,62.724,63.149,63.94,64.516,64.545,65.25,65.636,66.334,67.371,68.055,68.979,69.557,70.055,71.009,71.392,71.734,72.423,72.763,73.315,74.071,73.931,74.006,74.673,75.108,75.644,75.452,75.811,76.419,77.011,77.967,78.094,78.272,78.971,79.847,79.917,80.181,81.11,82.224,82.718,83.334,83.682,83.702,84.273,84.403,84.663,85.906,87.461,88.832,90.249,90.736,91.792,92.939,94.487,95.389,96.17,96.56,97.421,98.462,98.394,98.51,99.052,99.005,99.325,99.333,99.323,98.646,98.246,98.619,98.918,98.957,99.21,100.022,100.084,99.602,100.306,99.959,100.133,100.606,100.325,99.775,99.986,99.238,98.668,98.77,98.513,97.397,96.807,96.313,95.212,95.13,95.344,95.004,95.912,97.009,97.086,96.009,96.079,96.359,96.362,96.076,95.054,94.5,94.408,94.634,94.687,94.066,92.948
"19","11","P1TRUG D       Trucks, new and net used","P1TRUG3",32.289,32.466,32.418,32.459,32.213,32.166,31.97,31.614,31.929,31.974,32.172,31.829,31.903,31.916,31.99,31.651,31.607,31.68,31.732,31.649,31.746,31.656,31.605,31.322,31.389,31.06,30.719,30.168,30.199,30.333,30.36,30.324,30.222,30.273,30.69,31.111,31.299,31.344,31.494,31.794,31.724,31.843,31.986,32.295,32.308,32.44,32.787,34.05,34.754,34.719,33.945,33.243,33.893,34.03,34.218,33.699,33.653,33.967,34.126,34.157,34.168,35.076,36.528,37.913,38.043,38.991,39.348,40.259,40.846,41.182,41.631,42.725,42.949,43.188,43.637,45.375,46.061,46.607,47.554,48.494,49.518,50.755,51.295,51.68,52.959,53.908,55.095,56.325,56.983,58.706,60.123,61.152,61.437,62.165,62.884,63.012,63.818,64.208,64.923,66.068,66.729,67.562,68.228,68.705,69.704,70.13,70.437,71.041,71.48,72.287,73.201,73.128,73.155,73.851,74.346,74.837,74.571,74.892,75.468,76.024,77.028,77.114,77.332,78.003,78.903,78.962,79.147,80.138,81.358,81.832,82.491,82.833,82.865,83.287,83.505,83.796,85.157,86.807,88.308,89.873,90.391,91.481,92.759,94.294,95.166,96.058,96.526,97.498,98.508,98.439,98.652,99.352,99.243,99.62,99.625,99.646,98.899,98.49,98.833,99.073,99.048,99.295,100.096,100.201,99.637,100.317,99.965,100.081,100.558,100.247,99.654,99.889,99.132,98.5,98.681,98.388,97.203,96.611,96.124,95.02,94.831,94.971,94.737,95.706,96.816,96.866,95.593,95.602,95.899,95.818,95.374,94.274,93.732,93.709,93.961,93.934,93.255,92.052
"20","12","P1NWTG D         New trucks","P1NWTG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.38,86.285,86.684,87.001,87.926,88.942,90.19,91.031,91.948,92.972,94.15,94.654,94.987,95.934,96.677,97.383,97.754,98.258,98.766,99.579,100.067,99.842,99.798,99.747,99.6,99.36,99.777,99.686,99.908,100.175,100.37,100.525,99.796,100.505,100.094,99.617,99.722,99.459,98.952,99.411,97.899,97.105,97.176,97.533,96.778,96.443,96.317,95.961,95.827,95.805,94.86,95.623,96.814,96.506,94.672,94.967,94.907,94.51,93.988,93.184,92.836,92.798,92.644,92.604,92.103,91.257
"21","13","P1UTRG D         Net  purchases of used trucks","P1UTRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.876,73.948,73.639,73.815,76.305,79.796,82.078,86.007,85.375,86.745,88.377,93.379,95.827,96.469,96.071,97.743,100.484,98.936,98.434,98.887,97.437,99.187,99.335,99.559,97.42,96.63,96.83,97.74,97.225,97.442,99.466,99.47,99.258,99.893,99.702,101.147,102.522,102.125,101.335,100.968,102.266,101.981,102.399,100.334,98.03,96.72,95.149,91.816,91.492,92.108,93.934,95.446,96.252,97.241,97.66,96.899,98.06,98.728,98.477,96.697,95.701,95.717,96.851,96.853,95.81,93.958
"22","14","P1UTNG D           Net transactions in used trucks","P1UTNG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.869,79.769,82.07,83.978,84.461,86.792,89.267,90.886,89.658,90.673,93.598,97.25,101.784,103.092,101.972,102.285,103.93,102.56,101.904,101.459,101.846,99.893,96.717,95.86,96.485,96.535,97.437,97.943,95.899,96.31,98.782,99.347,98.833,99.882,99.812,101.494,103.268,102.547,101.248,100.537,98.706,97.561,98.102,95.878,95.275,94.952,91.557,85.209,84.087,84.262,86.128,87.918,88.346,89.191,90.859,89.695,89.617,90.503,91.06,88.329,86.504,86.439,87.812,87.851,88.101,87.55
"23","15","P1UTMG D           Used truck margin","P1UTMG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.601,63.98,57.357,53.518,60.904,67.198,69.164,77.51,77.821,79.688,79.243,86.093,85.434,85.089,85.793,89.623,94.295,92.468,92.229,94.243,89.295,98.014,104.843,107.305,99.329,96.727,95.308,97.232,100.692,100.374,101.191,99.759,100.317,99.916,99.444,100.309,100.695,101.11,101.599,102.186,111.459,113.695,113.944,112.515,105.739,101.866,104.854,108.956,110.555,112.252,113.978,114.827,116.702,118.102,115.242,115.618,120.117,120.183,117.744,118.494,119.829,120.064,120.469,120.36,115.614,110.026
"24","16","P1REVG D       Recreational vehicles","P1REVG3",25.766,25.772,25.746,25.837,26.197,26.658,26.753,26.838,26.641,26.456,26.28,26.237,26.347,26.579,26.862,27.05,27.05,27.124,27.231,27.378,27.495,27.603,27.682,27.856,27.981,27.891,27.962,28.069,28.297,28.608,28.669,28.926,29.105,29.236,29.515,29.855,30.109,30.411,30.683,30.963,31.714,32.297,32.294,31.791,30.478,29.298,29.177,30.415,32.787,35.353,36.759,36.777,36.869,36.874,37.287,37.709,38.389,39.302,39.701,40.506,42.893,44.182,46.187,47.352,49.809,50.474,50.528,51.628,52.074,52.736,53.292,54.57,55.624,56.489,57.949,58.675,59.44,61.267,60.846,61.051,62.33,64.727,65.576,66.113,68.783,70.73,71.682,72.698,74.214,75.735,75.402,76.714,77.867,79.057,78.883,78.365,78.543,78.906,79.486,79.713,80.65,82.291,82.298,82.972,83.619,83.688,84.327,85.818,85.304,83.743,82.966,82.241,82.742,83.175,83.051,83.978,84.442,85.157,86.057,86.996,87.506,88.115,87.884,88.893,89.504,89.711,90.807,91.047,91.075,91.756,91.907,92.324,92.242,94.409,93.516,93.429,93.348,93.853,93.857,93.697,93.828,94.529,94.349,96.022,97.238,96.888,96.524,96.204,97.587,97.513,96.527,95.329,95.94,95.566,95.597,95.185,95.363,95.064,95.809,96.847,97.723,98.056,99.025,98.562,99.152,100.176,99.897,100.912,101.309,101.502,101.606,101.402,100.849,101.344,100.105,100.482,100.511,99.957,99.355,98.3,99.911,101.31,99.283,99.302,100.213,100.684,102.552,103.472,103.519,104.645,106.63,106.735,105.973,104.866,104.731,105.898,106.067,106.023
"25","17","P1TBAG C     Tires, tubes, accessories, and other parts (73)","P1TBAG3",49.427,49.389,46.971,46.709,46.979,46.942,46.428,46.28,45.366,44.816,45.202,45.787,45.996,45.091,45.258,45.22,45.835,45.96,46.345,46.376,46.184,45.888,46.047,46.516,47.265,47.92,48.14,48.318,48.359,48.767,49.118,49.385,49.414,49.626,50.276,51.102,51.692,51.653,51.893,52.537,53.022,53.42,53.701,54.355,55.012,55.33,56.812,57.592,57.772,57.691,58.53,59.021,58.846,58.652,58.661,58.406,57.771,57.175,56.743,56.798,57.544,60.03,62.542,63.808,65.106,65.951,66.821,68.145,69.539,70.153,71.501,73.701,75.235,74.457,77.078,77.333,77.77,78.793,80.249,81.443,83.703,85.532,87.918,92.135,95.322,96.359,97.558,98.982,100.142,101.371,102.665,103.725,104.536,105.367,104.249,103.713,103.292,101.526,100.541,100.663,97.932,98.019,97.4,97.239,97.781,97.564,97.719,97.299,97.981,97.483,97.266,96.673,97.836,97.672,98.211,98.932,99.407,99.721,99.637,100.007,101.041,101.664,102.012,102.363,102.162,101.882,102.018,102.764,102.865,102.335,103.391,103.92,104.081,103.853,103.778,103.359,103.164,102.327,101.546,101.147,101.635,101.733,101.31,101.158,101.609,101.861,101.832,101.886,101.947,101.813,101.316,101.424,101.484,101.009,101.176,100.602,100.411,99.781,100.159,100.425,99.919,99.469,99.411,99.874,100.068,99.665,99.645,100.622,102.201,102.295,102.567,102.908,103.399,103.94,105.024,104.639,105.438,105.14,105.077,105.139,105.267,105.244,105.89,106.416,107.359,107.493,108.548,109.377,110.426,112.081,113.484,114.241,114.972,115.649,116.588,118.279,119.875,121.025
"26","18","P1TATG D       Tires and tubes","P1TATG3",58.556,58.444,54.399,52.352,52.788,52.638,51.622,51.37,49.833,48.614,49.274,50.358,51.049,51.88,52.276,53.039,54.127,54.204,54.703,54.965,54.854,54.747,54.778,54.887,55.398,55.946,56.305,56.553,56.52,57.315,57.973,58.083,58.228,58.733,59.898,61.52,62.543,62.462,62.83,63.879,64.641,65.08,65.476,66.312,66.743,66.636,67.469,68.666,68.627,68.376,69.756,70.444,69.892,69.099,68.88,68.377,67.138,65.98,65.181,65.217,66.309,69.346,72.682,73.728,74.72,74.894,75.191,76.32,77.549,77.551,79.158,82.695,83.162,80.924,81.64,82.442,82.623,83.902,85.21,85.947,88.807,89.866,91.87,95.97,99.526,101.806,104.347,106.941,108.055,109.766,110.936,112.043,112.964,112.743,111.65,111.615,111.489,108.656,107.166,106.882,101.647,100.777,99.496,99.241,100.517,100.901,100.526,99.733,100.194,99.276,98.49,97.256,99.242,98.704,99.085,99.233,99.913,100.9,100.341,101.075,102.504,103.555,103.683,104.013,102.869,102.149,101.17,103.267,103.108,102.003,103.164,104.76,104.834,104.618,104.458,104.157,104.213,103.797,103.151,102.688,102.833,103.254,103.109,103.9,104.14,104.645,105.198,104.79,104.553,103.937,103.669,104.022,104.159,103.162,102.775,101.567,101.307,101.036,101.594,101.171,100.435,100.504,99.651,99.788,99.378,99.754,100.165,100.711,102.413,102.94,103.365,103.515,104.125,104.659,104.695,103.992,105.02,104.491,103.985,103.651,103.475,103.236,105.017,105.706,106.4,106.222,107.297,108.418,109.489,110.379,111.843,112.581,113.347,113.97,114.711,115.85,116.682,118.333
